epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,291.971,0.52423,0.2607,0.2008,0.54784,0.92209,0.92656,0.87158,0.93766,0.87547,0.95951,0.93549,0.98037,0.96608,0.38594,0.12171,0.18634,0.48927,0.75947,0.0016238,0.0016238,0.0016238
40,299.326,0.51424,0.21766,0.19586,0.50664,0.92156,0.91472,0.90789,0.95588,0.88658,0.95457,0.91776,0.98267,0.97205,0.36934,0.12376,0.14797,0.43838,0.75022,0.0016139,0.0016139,0.0016139
41,306.721,0.53357,0.24285,0.19607,0.53646,0.94053,0.91921,0.83882,0.90877,0.85182,0.95387,0.87171,0.95415,0.93538,0.38806,0.17658,0.1425,0.51255,0.76291,0.001604,0.001604,0.001604
42,314.085,0.55344,0.20002,0.19251,0.57068,0.9428,0.89325,0.88487,0.95276,0.89259,0.93728,0.91447,0.9776,0.96555,0.3614,0.11635,0.13034,0.42137,0.74702,0.0015941,0.0015941,0.0015941
43,321.535,0.50469,0.17841,0.19458,0.50478,0.91183,0.93516,0.86184,0.96225,0.90598,0.96427,0.91776,0.98382,0.97413,0.33754,0.10723,0.12823,0.3875,0.73538,0.0015842,0.0015842,0.0015842
44,329.007,0.47788,0.18981,0.19403,0.46809,0.93571,0.91388,0.88816,0.95606,0.90305,0.94318,0.91118,0.98065,0.96851,0.33956,0.11079,0.14449,0.38778,0.74159,0.0015743,0.0015743,0.0015743
45,336.463,0.50877,0.22404,0.1789,0.47974,0.9198,0.93505,0.91447,0.96488,0.91603,0.94477,0.93421,0.98178,0.97388,0.31791,0.12671,0.13324,0.36507,0.73256,0.0015644,0.0015644,0.0015644
46,344.013,0.49004,0.15773,0.18993,0.47903,0.91265,0.95817,0.90418,0.95913,0.89477,0.96514,0.91076,0.98151,0.97299,0.36603,0.11986,0.13537,0.37352,0.74323,0.0015545,0.0015545,0.0015545
47,351.596,0.45836,0.1737,0.17007,0.49262,0.90936,0.94013,0.89803,0.94863,0.90321,0.9781,0.93421,0.97695,0.9657,0.32635,0.11372,0.14405,0.40154,0.73638,0.0015446,0.0015446,0.0015446
48,358.965,0.4878,0.25074,0.18218,0.51175,0.90453,0.93627,0.91828,0.96742,0.89162,0.98946,0.92599,0.98812,0.97716,0.376,0.14013,0.14392,0.421,0.76733,0.0015347,0.0015347,0.0015347
49,366.393,0.47731,0.19744,0.19719,0.5094,0.90759,0.94311,0.91118,0.97623,0.9057,0.95707,0.92434,0.98319,0.97292,0.36138,0.10914,0.13349,0.41303,0.74321,0.0015248,0.0015248,0.0015248
50,373.823,0.43798,0.17809,0.17104,0.45251,0.88807,0.95436,0.89419,0.97004,0.91377,0.97161,0.93092,0.98729,0.97379,0.33556,0.09852,0.13084,0.40177,0.73833,0.0015149,0.0015149,0.0015149
51,381.311,0.4761,0.21342,0.17088,0.48967,0.91994,0.93946,0.91881,0.97578,0.92149,0.95291,0.93197,0.98653,0.97237,0.30382,0.09996,0.12179,0.34755,0.72938,0.001505,0.001505,0.001505
52,388.764,0.44797,0.1981,0.1666,0.45512,0.90248,0.9361,0.91555,0.96615,0.90949,0.95282,0.92763,0.98541,0.97076,0.32191,0.11235,0.13878,0.34095,0.73743,0.0014951,0.0014951,0.0014951
53,396.102,0.4949,0.18018,0.16677,0.47232,0.92973,0.92038,0.89474,0.96704,0.90101,0.95477,0.90273,0.97923,0.96474,0.34271,0.09845,0.12784,0.38951,0.74481,0.0014852,0.0014852,0.0014852
54,403.364,0.47437,0.14501,0.16382,0.45128,0.91144,0.92988,0.88816,0.96496,0.90851,0.90033,0.98684,0.98484,0.97294,0.32176,0.09481,0.12093,0.34911,0.73117,0.0014753,0.0014753,0.0014753
55,410.823,0.49798,0.14319,0.1694,0.48994,0.92019,0.96836,0.90612,0.97507,0.92304,0.97571,0.92479,0.98697,0.97708,0.32528,0.09663,0.13538,0.33733,0.73205,0.0014654,0.0014654,0.0014654
56,418.344,0.47716,0.15111,0.176,0.47383,0.91307,0.96218,0.92047,0.97609,0.91314,0.99148,0.95066,0.99155,0.98032,0.33728,0.11053,0.11243,0.38575,0.7367,0.0014555,0.0014555,0.0014555
57,425.653,0.44883,0.17832,0.1809,0.4565,0.90427,0.94078,0.91118,0.9689,0.91802,0.97954,0.94469,0.98914,0.97786,0.31252,0.10972,0.1263,0.36731,0.72927,0.0014456,0.0014456,0.0014456
58,433.113,0.45716,0.17442,0.15694,0.45156,0.90583,0.94336,0.93138,0.97335,0.90705,0.97972,0.95371,0.99078,0.97949,0.34402,0.09781,0.10869,0.355,0.73972,0.0014357,0.0014357,0.0014357
59,440.416,0.45913,0.15089,0.16483,0.44134,0.91109,0.96599,0.92105,0.98228,0.9275,0.98279,0.93933,0.98983,0.98148,0.32743,0.09524,0.12734,0.31499,0.72902,0.0014258,0.0014258,0.0014258
60,447.827,0.4731,0.16805,0.1647,0.44234,0.91315,0.91846,0.95395,0.98102,0.92832,0.9365,0.97028,0.98764,0.97757,0.29105,0.09126,0.10611,0.31993,0.72316,0.0014159,0.0014159,0.0014159
61,455.224,0.45626,0.18131,0.14655,0.435,0.90928,0.95179,0.90916,0.98043,0.92606,0.96506,0.92105,0.98558,0.97713,0.31993,0.0904,0.11481,0.32455,0.73198,0.001406,0.001406,0.001406
62,462.847,0.4471,0.16589,0.15789,0.44085,0.89822,0.95965,0.93871,0.97584,0.92797,0.97983,0.95888,0.99073,0.98103,0.28619,0.10764,0.11726,0.29272,0.72142,0.0013961,0.0013961,0.0013961
63,470.603,0.48536,0.1476,0.18641,0.49065,0.91119,0.94064,0.93834,0.97624,0.92203,0.97641,0.95294,0.9899,0.97355,0.32537,0.11096,0.11695,0.32047,0.73271,0.0013862,0.0013862,0.0013862
64,478.22,0.47552,0.17118,0.16355,0.46923,0.91148,0.9449,0.88816,0.97024,0.92311,0.95376,0.94989,0.98816,0.97519,0.31718,0.10168,0.11704,0.34196,0.73208,0.0013763,0.0013763,0.0013763
65,485.877,0.4534,0.15843,0.13973,0.44,0.90503,0.93786,0.94327,0.98435,0.92559,0.95417,0.95877,0.99005,0.98088,0.35335,0.08634,0.10348,0.33752,0.74247,0.0013664,0.0013664,0.0013664
66,493.514,0.44909,0.13438,0.14545,0.41384,0.88643,0.92445,0.96603,0.98065,0.92053,0.94557,0.97148,0.98965,0.9806,0.33612,0.09112,0.10422,0.33077,0.73606,0.0013565,0.0013565,0.0013565
67,501.163,0.42455,0.12265,0.14882,0.40814,0.89154,0.95841,0.93092,0.97571,0.92595,0.96971,0.94794,0.98947,0.97915,0.29124,0.08682,0.10355,0.29683,0.72035,0.0013466,0.0013466,0.0013466
68,508.785,0.45366,0.16494,0.16003,0.43141,0.88351,0.96478,0.91447,0.98522,0.92749,0.95287,0.9375,0.98729,0.97783,0.33303,0.0775,0.11214,0.31339,0.73162,0.0013367,0.0013367,0.0013367
69,516.329,0.46907,0.15374,0.14692,0.42096,0.90426,0.94544,0.95724,0.98746,0.93678,0.96967,0.94408,0.98924,0.98106,0.30942,0.09686,0.10425,0.28687,0.72342,0.0013268,0.0013268,0.0013268
70,524.081,0.4281,0.12266,0.13536,0.40059,0.90551,0.94746,0.94908,0.98496,0.92911,0.97043,0.97173,0.99166,0.98171,0.34162,0.08948,0.10734,0.30356,0.73816,0.0013169,0.0013169,0.0013169
71,531.684,0.43139,0.14275,0.15732,0.44547,0.89034,0.93921,0.96382,0.9872,0.9422,0.94887,0.97673,0.9899,0.98131,0.27976,0.09079,0.09885,0.28267,0.71598,0.001307,0.001307,0.001307
72,539.461,0.417,0.11516,0.13774,0.38695,0.87291,0.96199,0.95395,0.98765,0.94561,0.97194,0.96382,0.9909,0.98231,0.26998,0.09058,0.10026,0.27664,0.71214,0.0012971,0.0012971,0.0012971
73,547.175,0.42082,0.12224,0.14174,0.42003,0.88037,0.95835,0.90828,0.97928,0.92018,0.98278,0.9385,0.98927,0.97882,0.29264,0.08892,0.11309,0.31117,0.71934,0.0012872,0.0012872,0.0012872
74,554.816,0.41771,0.11634,0.13453,0.41806,0.88271,0.97547,0.91583,0.97907,0.92624,0.98591,0.92053,0.98186,0.97664,0.29659,0.07408,0.09541,0.28315,0.72637,0.0012773,0.0012773,0.0012773
75,562.407,0.38813,0.10845,0.12145,0.37762,0.87883,0.97183,0.90783,0.97762,0.93786,0.98944,0.92428,0.98621,0.97897,0.3028,0.0826,0.10366,0.28612,0.72657,0.0012674,0.0012674,0.0012674
76,569.906,0.43251,0.12628,0.13903,0.42726,0.91286,0.96356,0.95671,0.98308,0.94447,0.96702,0.96459,0.9884,0.97908,0.29291,0.0767,0.09108,0.27869,0.72106,0.0012575,0.0012575,0.0012575
77,577.169,0.39596,0.15325,0.1538,0.39509,0.89689,0.95501,0.95395,0.98492,0.93269,0.96432,0.95066,0.98417,0.97702,0.27541,0.08017,0.10307,0.31058,0.71862,0.0012476,0.0012476,0.0012476
78,584.426,0.40517,0.10949,0.1378,0.40633,0.87873,0.94502,0.96116,0.98807,0.94629,0.95149,0.96774,0.99042,0.98065,0.27763,0.08013,0.0925,0.27537,0.71774,0.0012377,0.0012377,0.0012377
79,591.868,0.40745,0.09018,0.14761,0.39596,0.8767,0.95882,0.94737,0.98001,0.94064,0.98658,0.96741,0.99285,0.98422,0.28235,0.0853,0.09931,0.27698,0.71863,0.0012278,0.0012278,0.0012278
80,599.148,0.37959,0.17478,0.14117,0.39163,0.86889,0.96703,0.96382,0.99087,0.94965,0.97368,0.97346,0.99323,0.98677,0.26529,0.07613,0.10214,0.24716,0.71359,0.0012179,0.0012179,0.0012179
81,606.703,0.38475,0.15116,0.12013,0.36431,0.88401,0.95734,0.95956,0.98907,0.94475,0.968,0.98026,0.99262,0.98416,0.27069,0.07476,0.10074,0.25187,0.71341,0.001208,0.001208,0.001208
82,614.193,0.36633,0.10499,0.12646,0.35374,0.86769,0.96877,0.96382,0.99088,0.95098,0.979,0.97368,0.99162,0.98507,0.27667,0.0706,0.09863,0.24642,0.71289,0.0011981,0.0011981,0.0011981
83,621.655,0.40497,0.1145,0.1366,0.37909,0.88797,0.95725,0.94737,0.98251,0.9296,0.9673,0.97308,0.98575,0.97472,0.28135,0.08448,0.08632,0.27788,0.71567,0.0011882,0.0011882,0.0011882
84,629.091,0.36486,0.08036,0.13334,0.35242,0.87232,0.96955,0.94259,0.98678,0.94746,0.97632,0.94917,0.99016,0.98327,0.26761,0.07197,0.08942,0.26968,0.71691,0.0011783,0.0011783,0.0011783
85,636.164,0.40359,0.10043,0.1234,0.37445,0.87874,0.976,0.92105,0.98794,0.94256,0.97949,0.92434,0.9885,0.98204,0.26676,0.07431,0.0983,0.25968,0.7148,0.0011684,0.0011684,0.0011684
86,643.252,0.3821,0.10993,0.11712,0.35984,0.89014,0.96195,0.92105,0.97779,0.9346,0.96538,0.92434,0.98724,0.97172,0.29037,0.0852,0.08729,0.28703,0.71754,0.0011585,0.0011585,0.0011585
87,650.361,0.38584,0.09287,0.10942,0.37257,0.88308,0.98805,0.90461,0.9797,0.93145,0.98015,0.92105,0.98545,0.97857,0.27501,0.07559,0.09003,0.33512,0.72522,0.0011486,0.0011486,0.0011486
88,657.49,0.39195,0.11496,0.11884,0.38736,0.88559,0.96059,0.96224,0.98984,0.94068,0.97044,0.97182,0.98903,0.98187,0.27117,0.0765,0.08997,0.26007,0.71327,0.0011387,0.0011387,0.0011387
89,664.611,0.39314,0.10647,0.11873,0.37612,0.88306,0.97274,0.93922,0.98862,0.94631,0.98637,0.95221,0.9908,0.98288,0.27005,0.07033,0.08955,0.25791,0.71529,0.0011288,0.0011288,0.0011288
90,671.707,0.39666,0.11908,0.11693,0.3425,0.87979,0.93548,0.95389,0.98648,0.94518,0.9893,0.9375,0.98888,0.98173,0.25667,0.06985,0.0894,0.2708,0.71258,0.0011189,0.0011189,0.0011189
91,678.804,0.36804,0.09225,0.10648,0.34038,0.86866,0.98587,0.92105,0.97963,0.94215,0.94735,0.97697,0.99057,0.98029,0.26267,0.08059,0.08826,0.26395,0.71494,0.001109,0.001109,0.001109
92,685.949,0.37909,0.1345,0.11738,0.34142,0.86785,0.928,0.97512,0.98822,0.9438,0.93426,0.9817,0.99061,0.97944,0.2586,0.07446,0.07995,0.28049,0.70805,0.0010991,0.0010991,0.0010991
93,693.102,0.3901,0.1061,0.11902,0.3806,0.87123,0.95577,0.96053,0.98443,0.9337,0.96371,0.98355,0.99264,0.98523,0.26903,0.07868,0.08849,0.29763,0.71287,0.0010892,0.0010892,0.0010892
94,700.232,0.35177,0.09337,0.11688,0.34203,0.86512,0.93468,0.97368,0.99019,0.95385,0.97536,0.95395,0.99181,0.98727,0.23959,0.08169,0.08391,0.23252,0.709,0.0010793,0.0010793,0.0010793
95,707.797,0.38688,0.14749,0.11224,0.37567,0.88576,0.9657,0.95066,0.99096,0.9485,0.98252,0.9375,0.99087,0.98578,0.25114,0.0724,0.08437,0.23233,0.71361,0.0010694,0.0010694,0.0010694
96,715.415,0.37292,0.12503,0.12614,0.36756,0.87401,0.96421,0.9749,0.99165,0.94716,0.96902,0.97368,0.98881,0.98329,0.2442,0.07576,0.09315,0.24902,0.70795,0.0010595,0.0010595,0.0010595
97,722.855,0.36937,0.08605,0.10993,0.33458,0.87773,0.96772,0.9861,0.99248,0.95248,0.97095,0.98965,0.99225,0.98717,0.25211,0.07628,0.08101,0.23276,0.70672,0.0010496,0.0010496,0.0010496
98,730.35,0.36424,0.10903,0.11959,0.34794,0.88,0.9581,0.97773,0.99302,0.95618,0.97032,0.99013,0.99339,0.9876,0.24732,0.06962,0.07692,0.22566,0.70768,0.0010397,0.0010397,0.0010397
99,737.981,0.36559,0.09182,0.11286,0.34508,0.86473,0.97068,0.98003,0.99339,0.95746,0.97078,0.98373,0.99307,0.9884,0.24453,0.07026,0.0812,0.22895,0.70698,0.0010298,0.0010298,0.0010298
100,745.656,0.35808,0.12602,0.11946,0.32802,0.8598,0.97726,0.98956,0.9943,0.96341,0.97726,0.98956,0.99328,0.987,0.23565,0.07002,0.07174,0.20625,0.70148,0.0010199,0.0010199,0.0010199
101,753.207,0.38263,0.16618,0.12916,0.37676,0.87043,0.98337,0.97261,0.99352,0.95395,0.97732,0.99203,0.99253,0.98286,0.23175,0.0697,0.08078,0.21385,0.70257,0.00101,0.00101,0.00101
102,760.677,0.34759,0.07954,0.11836,0.34102,0.86034,0.97384,0.98355,0.98595,0.9513,0.98123,0.98355,0.9842,0.97341,0.2348,0.09334,0.07682,0.2257,0.70546,0.0010001,0.0010001,0.0010001
103,768.179,0.3637,0.0896,0.11591,0.35019,0.86516,0.93947,0.99013,0.99018,0.95451,0.97363,0.97176,0.98991,0.97989,0.23774,0.07486,0.07537,0.24418,0.70546,0.0009902,0.0009902,0.0009902
104,775.714,0.3445,0.16946,0.11655,0.32925,0.869,0.96751,0.97971,0.99315,0.9653,0.96967,0.98684,0.99149,0.98649,0.23079,0.07114,0.06914,0.21831,0.70491,0.0009803,0.0009803,0.0009803
105,783.347,0.33238,0.07135,0.09502,0.3206,0.85676,0.96749,0.97907,0.9931,0.96721,0.96185,0.97697,0.99055,0.98467,0.23396,0.07396,0.06792,0.22291,0.70585,0.0009704,0.0009704,0.0009704
106,790.686,0.33989,0.10009,0.11333,0.31326,0.86429,0.97355,0.96849,0.99247,0.96411,0.97025,0.96548,0.98899,0.98516,0.22815,0.0636,0.07111,0.23,0.70521,0.0009605,0.0009605,0.0009605
107,797.853,0.32828,0.10963,0.1007,0.32353,0.8606,0.9638,0.96345,0.98941,0.95984,0.97357,0.96945,0.98979,0.98435,0.2213,0.06839,0.06758,0.21717,0.70083,0.0009506,0.0009506,0.0009506
108,805.051,0.34446,0.0747,0.11915,0.31393,0.87222,0.96347,0.97697,0.99245,0.96565,0.98005,0.96936,0.9925,0.98523,0.21971,0.071,0.074,0.20826,0.7003,0.0009407,0.0009407,0.0009407
109,812.323,0.3535,0.11455,0.11304,0.3198,0.86906,0.99002,0.97891,0.99421,0.96612,0.99346,0.97368,0.99357,0.98957,0.22889,0.07695,0.06783,0.20406,0.7023,0.0009308,0.0009308,0.0009308
110,819.722,0.35243,0.11691,0.10953,0.31065,0.87378,0.98967,0.98026,0.98736,0.95443,0.9874,0.98026,0.99106,0.97878,0.22005,0.07739,0.06982,0.20001,0.69858,0.0009209,0.0009209,0.0009209
111,826.877,0.35032,0.13113,0.0973,0.31345,0.8714,0.98208,0.96711,0.98089,0.9475,0.97408,0.99342,0.98962,0.97983,0.24981,0.06821,0.06742,0.22787,0.70439,0.000911,0.000911,0.000911
112,834.192,0.34958,0.08747,0.1061,0.32232,0.86863,0.98668,0.97455,0.98567,0.95462,0.99001,0.97774,0.99292,0.98371,0.22541,0.07351,0.06134,0.20286,0.70254,0.0009011,0.0009011,0.0009011
113,841.417,0.34672,0.11139,0.1029,0.34382,0.86389,0.97722,0.98773,0.99437,0.95596,0.97396,0.98444,0.99256,0.98739,0.22495,0.06354,0.06111,0.21432,0.70243,0.0008912,0.0008912,0.0008912
114,848.844,0.33888,0.10995,0.08716,0.32095,0.86001,0.98345,0.97752,0.99429,0.95763,0.97779,0.97697,0.99346,0.98803,0.24101,0.06509,0.06214,0.20691,0.70994,0.0008813,0.0008813,0.0008813
115,856.177,0.35734,0.0955,0.09085,0.32285,0.85897,0.97931,0.96711,0.99147,0.95375,0.98931,0.97697,0.99057,0.98195,0.22087,0.06523,0.0608,0.21994,0.70251,0.0008714,0.0008714,0.0008714
116,863.432,0.34693,0.11014,0.10468,0.31757,0.86735,0.98782,0.97368,0.99322,0.95801,0.99116,0.97697,0.99062,0.98239,0.22732,0.06099,0.06677,0.20958,0.70405,0.0008615,0.0008615,0.0008615
117,870.666,0.33845,0.1403,0.09588,0.31451,0.85745,0.98166,0.98026,0.99366,0.9599,0.98847,0.97039,0.98995,0.98369,0.2182,0.06164,0.06368,0.2013,0.70303,0.0008516,0.0008516,0.0008516
118,877.963,0.33423,0.08133,0.09949,0.30754,0.84453,0.97741,0.99632,0.99447,0.95846,0.97414,0.99136,0.99261,0.98826,0.23124,0.05881,0.06134,0.19474,0.70287,0.0008417,0.0008417,0.0008417
119,885.214,0.33454,0.14406,0.10415,0.30686,0.85537,0.97264,0.98684,0.99351,0.96751,0.97083,0.98549,0.99084,0.98627,0.22183,0.05648,0.05886,0.19353,0.70489,0.0008318,0.0008318,0.0008318
