epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
120,892.492,0.33345,0.0903,0.09584,0.29952,0.86522,0.99138,0.97368,0.99405,0.97001,0.99561,0.97697,0.99111,0.98832,0.21158,0.05837,0.05545,0.18236,0.69815,0.0008219,0.0008219,0.0008219
121,899.744,0.33154,0.08101,0.09607,0.29722,0.86195,0.98998,0.97538,0.99424,0.967,0.98998,0.97531,0.99105,0.98779,0.21986,0.05781,0.05557,0.1883,0.6978,0.000812,0.000812,0.000812
122,906.794,0.33053,0.08871,0.10336,0.30791,0.85611,0.97396,0.98426,0.9939,0.96286,0.97921,0.98026,0.99053,0.98581,0.2127,0.06376,0.05289,0.19094,0.69958,0.0008021,0.0008021,0.0008021
123,914.187,0.32414,0.07232,0.09646,0.30847,0.85403,0.96774,0.98684,0.99368,0.96425,0.96996,0.98026,0.99015,0.98789,0.21305,0.06132,0.05265,0.18584,0.69898,0.0007922,0.0007922,0.0007922
124,921.413,0.32296,0.07329,0.09299,0.29288,0.85161,0.96872,0.99013,0.99371,0.96696,0.96872,0.99013,0.99327,0.99007,0.24583,0.06144,0.05846,0.21323,0.70387,0.0007823,0.0007823,0.0007823
125,928.705,0.34105,0.12175,0.10523,0.29959,0.86554,0.98049,0.99213,0.9943,0.9706,0.98049,0.99213,0.99304,0.98915,0.22819,0.0608,0.0458,0.19145,0.69975,0.0007724,0.0007724,0.0007724
126,936.324,0.31976,0.0783,0.08677,0.29996,0.85414,0.97725,0.98907,0.99393,0.97347,0.974,0.98578,0.99003,0.98802,0.20868,0.06186,0.04512,0.1891,0.69663,0.0007625,0.0007625,0.0007625
127,943.916,0.31152,0.14035,0.0819,0.28995,0.83247,1,0.98308,0.9949,0.97085,0.99665,0.97979,0.9916,0.98866,0.21903,0.05891,0.04809,0.18762,0.70074,0.0007526,0.0007526,0.0007526
128,951.41,0.33156,0.11746,0.08874,0.29776,0.86202,0.99596,0.98684,0.99487,0.96921,0.99663,0.98355,0.9937,0.99122,0.21701,0.05891,0.0483,0.1848,0.69962,0.0007427,0.0007427,0.0007427
129,958.592,0.30589,0.07352,0.09853,0.27632,0.84876,0.99128,0.98684,0.99463,0.9715,0.99128,0.98684,0.9931,0.99034,0.21616,0.06488,0.04318,0.18026,0.7013,0.0007328,0.0007328,0.0007328
130,966.125,0.31379,0.1526,0.08474,0.29047,0.8539,0.95026,0.98026,0.98969,0.96202,0.96888,0.99342,0.99038,0.9862,0.22869,0.06086,0.0539,0.227,0.70647,0.0007229,0.0007229,0.0007229
131,973.335,0.33142,0.13356,0.07583,0.30372,0.85905,0.96364,0.98355,0.99267,0.96116,0.96686,0.98684,0.99122,0.98736,0.23315,0.06367,0.04943,0.20923,0.70413,0.000713,0.000713,0.000713
132,980.544,0.35292,0.09992,0.09801,0.32339,0.86821,0.96792,0.99253,0.99395,0.96972,0.98632,0.97039,0.99316,0.99026,0.22516,0.06281,0.04644,0.20779,0.70196,0.0007031,0.0007031,0.0007031
133,987.675,0.34253,0.07608,0.09219,0.29765,0.85636,0.98359,0.98583,0.99388,0.97028,0.98359,0.98583,0.99245,0.98649,0.21374,0.06182,0.04255,0.19372,0.70236,0.0006932,0.0006932,0.0006932
134,994.992,0.29409,0.06976,0.07916,0.27193,0.85261,0.98245,0.98684,0.98798,0.96753,0.97917,0.98355,0.99072,0.98579,0.21636,0.06616,0.03831,0.19254,0.70039,0.0006833,0.0006833,0.0006833
135,1002.28,0.29921,0.11729,0.08614,0.28189,0.84594,0.99335,0.98302,0.9883,0.96457,0.99003,0.97978,0.99126,0.98766,0.20247,0.05746,0.03695,0.18064,0.69556,0.0006734,0.0006734,0.0006734
136,1009.55,0.31303,0.12474,0.08307,0.30961,0.84076,0.99009,0.98614,0.98935,0.96229,0.98919,0.98355,0.9915,0.98655,0.2073,0.05754,0.03619,0.1758,0.69752,0.0006635,0.0006635,0.0006635
137,1016.82,0.30825,0.07935,0.07657,0.2891,0.84324,0.98899,0.98684,0.99461,0.9683,0.98683,0.98571,0.99331,0.99026,0.19984,0.05641,0.03218,0.16559,0.69509,0.0006536,0.0006536,0.0006536
138,1024.09,0.30631,0.0823,0.06935,0.28218,0.85377,0.98342,0.97568,0.99401,0.96622,0.98039,0.9865,0.99321,0.99071,0.20459,0.05612,0.03072,0.17092,0.6969,0.0006437,0.0006437,0.0006437
139,1031.25,0.31308,0.09393,0.08673,0.28887,0.85462,0.98138,0.97697,0.99165,0.96758,0.99335,0.98332,0.99239,0.98733,0.19728,0.055,0.03176,0.18085,0.69553,0.0006338,0.0006338,0.0006338
140,1038.35,0.28882,0.04911,0.06743,0.28422,0.83985,0.98674,0.979,0.99414,0.97257,0.99005,0.98228,0.9926,0.98934,0.19343,0.0589,0.04177,0.1804,0.69561,0.0006239,0.0006239,0.0006239
141,1045.67,0.29787,0.08339,0.07216,0.28155,0.85181,0.97463,0.99013,0.99447,0.9732,0.99009,0.9859,0.99346,0.99027,0.18961,0.05499,0.03155,0.17069,0.69586,0.000614,0.000614,0.000614
142,1052.95,0.28117,0.05082,0.06566,0.2569,0.84678,0.98366,0.98987,0.99427,0.97339,0.99428,0.97697,0.99266,0.99053,0.19218,0.05562,0.02862,0.1692,0.69759,0.0006041,0.0006041,0.0006041
143,1060.3,0.30249,0.07695,0.06176,0.27526,0.85277,0.99275,0.98684,0.99461,0.96852,0.99333,0.98014,0.99297,0.98888,0.21801,0.059,0.02788,0.17878,0.70065,0.0005942,0.0005942,0.0005942
144,1067.61,0.31874,0.05512,0.06187,0.28076,0.86777,0.9901,0.98666,0.99477,0.9762,0.9868,0.98337,0.99367,0.99176,0.19273,0.05565,0.02752,0.1754,0.6963,0.0005843,0.0005843,0.0005843
145,1075.2,0.30575,0.04942,0.06673,0.28241,0.85848,0.99464,0.98355,0.9947,0.97542,0.99132,0.98026,0.99353,0.99227,0.20093,0.05239,0.02675,0.17389,0.69775,0.0005744,0.0005744,0.0005744
146,1082.63,0.29751,0.06058,0.07393,0.27766,0.84583,0.99427,0.98684,0.9949,0.97082,0.98689,0.99024,0.99379,0.99223,0.2214,0.05686,0.03131,0.17564,0.70576,0.0005645,0.0005645,0.0005645
147,1090.15,0.28398,0.05237,0.06965,0.25785,0.84661,0.99341,0.99209,0.99497,0.97366,0.99012,0.9888,0.99383,0.99219,0.19979,0.05343,0.0243,0.16245,0.69702,0.0005546,0.0005546,0.0005546
148,1097.62,0.29087,0.07338,0.05378,0.25454,0.84909,0.99669,0.98955,0.9949,0.97308,0.99337,0.98626,0.99406,0.99161,0.19787,0.05254,0.02077,0.15165,0.69343,0.0005447,0.0005447,0.0005447
149,1105.07,0.28022,0.07602,0.05289,0.25883,0.8362,1,0.98667,0.99493,0.97477,0.98688,0.99007,0.99387,0.99108,0.18806,0.05159,0.01862,0.15356,0.69256,0.0005348,0.0005348,0.0005348
150,1112.53,0.27352,0.07001,0.06325,0.2425,0.81886,0.98979,0.99013,0.99463,0.9761,0.98687,0.98923,0.99257,0.99079,0.18819,0.04784,0.01908,0.15668,0.69291,0.0005249,0.0005249,0.0005249
151,1119.95,0.2958,0.0543,0.06047,0.26497,0.85156,0.99249,0.99013,0.9946,0.97812,0.99245,0.98355,0.99152,0.99006,0.19627,0.04739,0.01993,0.15784,0.6936,0.000515,0.000515,0.000515
152,1127.53,0.28833,0.06209,0.05335,0.25611,0.84388,0.99908,0.98684,0.99497,0.97789,0.99572,0.98355,0.99152,0.98978,0.19842,0.05101,0.02246,0.15577,0.69425,0.0005051,0.0005051,0.0005051
153,1135.09,0.27836,0.06076,0.05377,0.25199,0.84769,0.9934,0.9895,0.99493,0.97311,0.99009,0.98623,0.99253,0.99074,0.19345,0.04901,0.02136,0.15803,0.69301,0.0004952,0.0004952,0.0004952
154,1142.58,0.28441,0.06987,0.05736,0.25342,0.84766,0.99572,0.99013,0.9949,0.97662,0.99241,0.98684,0.99341,0.99235,0.19405,0.05039,0.01784,0.15413,0.69351,0.0004853,0.0004853,0.0004853
155,1150.06,0.30058,0.088,0.06225,0.2795,0.84342,0.99656,0.99013,0.995,0.97361,0.99325,0.98684,0.99181,0.99118,0.19037,0.0558,0.01664,0.15341,0.69173,0.0004754,0.0004754,0.0004754
156,1157.19,0.28071,0.14848,0.06101,0.25848,0.84825,0.99883,0.98684,0.99497,0.97886,0.99551,0.98355,0.99157,0.99095,0.18566,0.05094,0.01589,0.15379,0.692,0.0004655,0.0004655,0.0004655
157,1164.42,0.29223,0.06329,0.05172,0.26432,0.85017,0.9994,0.99013,0.995,0.97967,0.99608,0.98684,0.99327,0.99227,0.18604,0.05331,0.01616,0.15166,0.6928,0.0004556,0.0004556,0.0004556
158,1171.7,0.27995,0.10472,0.05212,0.26949,0.83675,0.99566,0.99013,0.9949,0.97826,0.99235,0.98684,0.99406,0.9922,0.18073,0.05146,0.01464,0.14542,0.69208,0.0004457,0.0004457,0.0004457
159,1178.74,0.27864,0.04372,0.04834,0.25466,0.84642,0.99304,0.98684,0.99473,0.97763,0.98971,0.98355,0.99382,0.99234,0.18576,0.04837,0.01587,0.14744,0.69227,0.0004358,0.0004358,0.0004358
160,1185.85,0.26362,0.0712,0.06013,0.23915,0.82941,0.9949,0.98684,0.9948,0.9822,0.99159,0.98355,0.99396,0.99311,0.17152,0.04879,0.01834,0.14894,0.69055,0.0004259,0.0004259,0.0004259
161,1193,0.26604,0.12829,0.06343,0.25268,0.84471,0.99293,0.99013,0.99493,0.98081,0.98962,0.98684,0.99373,0.99286,0.17904,0.04649,0.01745,0.1481,0.69225,0.000416,0.000416,0.000416
162,1200.15,0.25258,0.04944,0.04594,0.22804,0.84408,0.99987,0.99013,0.995,0.98005,0.99654,0.98684,0.99281,0.99184,0.18184,0.04655,0.01554,0.14682,0.69251,0.0004061,0.0004061,0.0004061
163,1207.46,0.262,0.057,0.05937,0.24919,0.84493,0.9995,0.99013,0.995,0.98086,0.99618,0.98684,0.99168,0.9906,0.16602,0.04655,0.0128,0.13668,0.68926,0.0003962,0.0003962,0.0003962
164,1214.94,0.25095,0.03601,0.05514,0.23521,0.83744,0.99601,0.99013,0.99497,0.9802,0.9927,0.98684,0.99173,0.99115,0.17501,0.04575,0.01297,0.1441,0.69054,0.0003863,0.0003863,0.0003863
165,1222.4,0.26606,0.06005,0.04828,0.25742,0.85633,0.99993,0.99013,0.995,0.98059,0.99661,0.98684,0.99301,0.99243,0.17527,0.04624,0.01332,0.14601,0.69038,0.0003764,0.0003764,0.0003764
166,1229.9,0.25585,0.05493,0.05427,0.23788,0.83002,0.99671,0.99557,0.99497,0.98143,0.99341,0.99229,0.9932,0.99284,0.17317,0.04655,0.01336,0.14458,0.69043,0.0003665,0.0003665,0.0003665
167,1237.45,0.2608,0.05164,0.04945,0.23782,0.84,1,0.99457,0.995,0.98201,0.99669,0.99128,0.99335,0.99242,0.17088,0.04687,0.01282,0.14584,0.68979,0.0003566,0.0003566,0.0003566
168,1245.03,0.25574,0.08632,0.05062,0.22799,0.83528,1,0.9897,0.995,0.98106,0.99668,0.98643,0.99304,0.99209,0.17307,0.04866,0.01295,0.14137,0.68993,0.0003467,0.0003467,0.0003467
169,1252.63,0.25771,0.055,0.05003,0.23801,0.83741,0.99953,0.98684,0.9949,0.97904,0.99668,0.98619,0.99291,0.99194,0.17685,0.0464,0.01167,0.13938,0.69003,0.0003368,0.0003368,0.0003368
170,1260.23,0.26366,0.04886,0.04033,0.23895,0.83218,0.99952,0.98684,0.99497,0.978,0.99341,0.99245,0.99334,0.99185,0.18378,0.04795,0.01176,0.14229,0.6921,0.0003269,0.0003269,0.0003269
171,1267.81,0.25489,0.07817,0.04234,0.2269,0.82834,1,0.98979,0.995,0.98058,0.9967,0.99251,0.99243,0.9918,0.16892,0.04613,0.01155,0.13774,0.69026,0.000317,0.000317,0.000317
172,1275.28,0.25756,0.09905,0.04678,0.23618,0.84139,0.99922,0.99671,0.995,0.97801,0.99593,0.99342,0.99233,0.99124,0.17942,0.04802,0.01046,0.14268,0.69086,0.0003071,0.0003071,0.0003071
173,1282.86,0.26195,0.05908,0.04839,0.2419,0.85052,0.99949,0.99671,0.995,0.98047,0.99619,0.99342,0.99236,0.99128,0.16611,0.04657,0.01113,0.13931,0.68832,0.0002972,0.0002972,0.0002972
174,1290.39,0.25896,0.04544,0.04776,0.24743,0.84081,1,0.99647,0.995,0.98049,0.9967,0.99318,0.99219,0.99085,0.16152,0.0493,0.01212,0.13744,0.68841,0.0002873,0.0002873,0.0002873
175,1297.88,0.25444,0.05314,0.04666,0.23414,0.844,1,0.99293,0.995,0.98031,0.99669,0.98964,0.99252,0.99179,0.16888,0.04604,0.01085,0.14039,0.68958,0.0002774,0.0002774,0.0002774
176,1305.37,0.24654,0.05005,0.04682,0.23458,0.82787,1,0.993,0.995,0.97835,0.99669,0.98972,0.99318,0.99089,0.16579,0.04494,0.00991,0.13772,0.68975,0.0002675,0.0002675,0.0002675
177,1312.62,0.25781,0.07091,0.0596,0.22764,0.84348,1,0.9931,0.995,0.97731,0.99669,0.98981,0.99384,0.99294,0.16696,0.04376,0.0097,0.1406,0.68861,0.0002576,0.0002576,0.0002576
178,1320.15,0.2402,0.07091,0.04796,0.22301,0.82582,1,0.99306,0.995,0.97556,0.99669,0.98977,0.99404,0.99224,0.16094,0.04506,0.01011,0.13802,0.6879,0.0002477,0.0002477,0.0002477
179,1327.52,0.25347,0.06429,0.04918,0.23136,0.82989,0.99969,0.99013,0.995,0.97568,0.99637,0.98684,0.99284,0.992,0.16371,0.04442,0.01081,0.13982,0.68759,0.0002378,0.0002378,0.0002378
180,1334.67,0.24854,0.08252,0.03809,0.22503,0.83443,1,0.98995,0.995,0.97713,0.99668,0.98666,0.99208,0.99131,0.17396,0.04465,0.0116,0.13881,0.68911,0.0002279,0.0002279,0.0002279
181,1341.74,0.24001,0.02985,0.03884,0.2326,0.84427,1,0.99613,0.995,0.97901,0.9967,0.99284,0.99203,0.99133,0.16161,0.04365,0.0106,0.13297,0.6872,0.000218,0.000218,0.000218
182,1348.98,0.25496,0.09577,0.04095,0.24989,0.84722,1,0.98987,0.995,0.97942,0.99668,0.99013,0.99235,0.99105,0.16208,0.04367,0.01031,0.13287,0.68776,0.0002081,0.0002081,0.0002081
183,1356.04,0.24057,0.05368,0.03958,0.22047,0.8376,1,0.98986,0.995,0.97824,0.99668,0.98868,0.99238,0.99102,0.16393,0.04315,0.01039,0.13438,0.68756,0.0001982,0.0001982,0.0001982
184,1363.18,0.2335,0.0456,0.03979,0.21021,0.82575,0.9994,0.99013,0.995,0.97689,0.99608,0.98684,0.99224,0.99148,0.16725,0.04327,0.0102,0.1365,0.68851,0.0001883,0.0001883,0.0001883
185,1370.35,0.23625,0.0795,0.04366,0.23937,0.83561,0.9967,0.99332,0.995,0.98025,0.9934,0.99003,0.99214,0.99155,0.16321,0.04279,0.01127,0.13126,0.68838,0.0001784,0.0001784,0.0001784
186,1377.43,0.22444,0.03839,0.03983,0.19957,0.82216,0.99897,0.99671,0.995,0.97771,0.99568,0.99342,0.99193,0.99134,0.16001,0.04303,0.01026,0.12833,0.68758,0.0001685,0.0001685,0.0001685
187,1384.63,0.24611,0.03407,0.04244,0.23017,0.83613,1,0.99663,0.995,0.97856,0.9967,0.99335,0.99177,0.99103,0.15915,0.04335,0.00919,0.12831,0.68787,0.0001586,0.0001586,0.0001586
188,1391.75,0.22404,0.0753,0.0364,0.2196,0.83504,1,0.99643,0.995,0.97856,0.9967,0.99314,0.99173,0.9911,0.16213,0.04242,0.00879,0.13296,0.68835,0.0001487,0.0001487,0.0001487
189,1398.85,0.21927,0.04062,0.03686,0.21271,0.8301,1,0.99644,0.995,0.97897,0.9967,0.99315,0.99173,0.99108,0.16041,0.0426,0.00906,0.13217,0.68835,0.0001388,0.0001388,0.0001388
190,1405.99,0.23017,0.07745,0.03866,0.21922,0.82779,1,0.99642,0.995,0.97871,0.9967,0.99313,0.99173,0.99041,0.15597,0.04246,0.00891,0.13052,0.68788,0.0001289,0.0001289,0.0001289
191,1413.87,0.20579,0.05681,0.02674,0.17107,0.80396,0.99983,0.99342,0.995,0.97676,0.99652,0.99013,0.99171,0.99084,0.15805,0.04327,0.00905,0.1328,0.6875,0.000119,0.000119,0.000119
192,1421.06,0.18497,0.04257,0.03501,0.15687,0.80881,0.99956,0.99342,0.995,0.97466,0.99625,0.99013,0.99172,0.99088,0.16082,0.04429,0.00965,0.13443,0.68736,0.0001091,0.0001091,0.0001091
193,1428.14,0.17964,0.04936,0.02665,0.14607,0.80425,1,0.9963,0.995,0.97625,0.9967,0.99301,0.99173,0.99089,0.15865,0.04373,0.00893,0.13299,0.68683,9.92e-05,9.92e-05,9.92e-05
194,1435.3,0.1783,0.04953,0.0241,0.1565,0.81818,1,0.99622,0.995,0.97561,0.9967,0.99293,0.99173,0.99085,0.16517,0.04347,0.00819,0.13453,0.68768,8.93e-05,8.93e-05,8.93e-05
195,1442.38,0.17801,0.04294,0.02266,0.1487,0.81503,0.99986,0.99013,0.995,0.97582,0.9967,0.99267,0.99177,0.99089,0.16161,0.04308,0.008,0.13335,0.68709,7.94e-05,7.94e-05,7.94e-05
196,1449.44,0.18233,0.04543,0.01913,0.14591,0.80686,1,0.99572,0.995,0.97739,0.9967,0.99243,0.99177,0.99097,0.15896,0.04259,0.00795,0.13265,0.68718,6.95e-05,6.95e-05,6.95e-05
197,1456.49,0.16793,0.04357,0.01784,0.14402,0.80179,1,0.99561,0.995,0.97738,0.9967,0.99232,0.9918,0.99102,0.15732,0.04216,0.00816,0.13149,0.68667,5.96e-05,5.96e-05,5.96e-05
198,1463.6,0.17751,0.04416,0.0187,0.14142,0.80293,0.99983,0.99671,0.995,0.97646,0.99653,0.99342,0.99177,0.99104,0.15977,0.04217,0.00793,0.13009,0.68654,4.97e-05,4.97e-05,4.97e-05
199,1470.78,0.16885,0.04398,0.02626,0.14001,0.80965,1,0.99647,0.995,0.97631,0.9967,0.99318,0.992,0.99121,0.16042,0.04253,0.00773,0.12854,0.68619,3.98e-05,3.98e-05,3.98e-05
200,1478.05,0.16947,0.0491,0.02066,0.13767,0.80255,0.9996,0.99671,0.995,0.97734,0.99631,0.99342,0.99219,0.99141,0.15772,0.04193,0.0074,0.12725,0.68595,2.99e-05,2.99e-05,2.99e-05
