epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
117,388.726,0.37184,1.06568,0.16069,0.34075,0.87337,0.96991,0.98515,0.99336,0.96293,0.97014,0.90594,0.9271,0.69703,0.24816,1.48597,0.06051,0.22023,0.66942,0.0008516,0.0008516,0.0008516
118,392.251,0.38825,0.91847,0.19845,0.38114,0.87342,0.98284,0.98515,0.99413,0.96195,0.96755,0.92079,0.93219,0.6879,0.25801,1.41248,0.06362,0.21885,0.67145,0.0008417,0.0008417,0.0008417
119,395.576,0.34167,0.88143,0.16882,0.32413,0.85947,0.97488,0.96077,0.99263,0.96065,0.97354,0.93069,0.93049,0.66806,0.25039,1.40259,0.06599,0.23108,0.67014,0.0008318,0.0008318,0.0008318
120,398.888,0.39775,0.82183,0.21051,0.36595,0.90263,0.98227,0.97525,0.99338,0.96708,0.98958,0.94034,0.95273,0.71318,0.24115,1.34071,0.06311,0.21643,0.66621,0.0008219,0.0008219,0.0008219
121,402.214,0.35023,0.93641,0.1574,0.33764,0.86639,0.98028,0.98422,0.99388,0.9629,0.95343,0.91221,0.91631,0.67834,0.2621,1.36415,0.06676,0.22617,0.67,0.000812,0.000812,0.000812
122,405.595,0.34781,0.97997,0.16144,0.32733,0.8575,0.9738,0.96535,0.99124,0.95647,0.97565,0.93069,0.93538,0.66036,0.24343,1.31534,0.05969,0.24828,0.66839,0.0008021,0.0008021,0.0008021
123,408.932,0.40211,1.02252,0.21042,0.4,0.87921,0.97995,0.96793,0.99197,0.96359,0.98383,0.93564,0.95502,0.70766,0.23219,1.29295,0.05046,0.22759,0.66391,0.0007922,0.0007922,0.0007922
124,412.313,0.38492,0.94275,0.19653,0.36142,0.88344,0.97708,0.97525,0.99329,0.95698,0.93286,0.89412,0.86545,0.65903,0.25767,1.40765,0.0622,0.21728,0.66953,0.0007823,0.0007823,0.0007823
125,415.649,0.35074,0.70865,0.16705,0.35222,0.88111,0.96325,0.9703,0.99137,0.95885,0.95406,0.90099,0.89327,0.66646,0.22903,1.36377,0.06739,0.22885,0.66337,0.0007724,0.0007724,0.0007724
126,418.994,0.3609,0.79803,0.16062,0.33902,0.87354,0.95175,0.97641,0.9912,0.96124,0.96344,0.94554,0.95452,0.70752,0.23818,1.24058,0.04538,0.22807,0.66525,0.0007625,0.0007625,0.0007625
127,422.36,0.33781,0.91443,0.17558,0.29946,0.86529,0.96079,0.98515,0.99251,0.96703,0.98197,0.94554,0.95568,0.71545,0.22075,1.23664,0.04378,0.21137,0.66326,0.0007526,0.0007526,0.0007526
128,425.731,0.36721,0.83263,0.1837,0.35055,0.87389,0.98977,0.95781,0.99318,0.96366,0.98449,0.94554,0.95773,0.71419,0.23641,1.33085,0.05916,0.22395,0.6641,0.0007427,0.0007427,0.0007427
129,429.062,0.35512,0.979,0.21923,0.33357,0.87654,0.99431,0.9505,0.99108,0.95783,0.9321,0.89109,0.86115,0.65192,0.23946,1.39948,0.06127,0.22241,0.66572,0.0007328,0.0007328,0.0007328
130,432.449,0.32742,0.79524,0.14566,0.33239,0.86338,0.995,0.98498,0.9948,0.97179,0.98222,0.94554,0.95562,0.73766,0.22929,1.30395,0.0539,0.20701,0.66389,0.0007229,0.0007229,0.0007229
131,435.967,0.3355,1.23897,0.15591,0.32713,0.86379,0.98018,0.97913,0.99359,0.96943,0.98451,0.94379,0.95805,0.72697,0.23112,1.43188,0.05294,0.21753,0.66352,0.000713,0.000713,0.000713
132,439.319,0.34277,0.99892,0.16825,0.31599,0.85967,0.97276,0.97525,0.9934,0.96839,0.99471,0.94554,0.95952,0.74701,0.22605,1.25879,0.05601,0.21268,0.66257,0.0007031,0.0007031,0.0007031
133,442.791,0.35356,0.96376,0.18502,0.34155,0.85987,0.98517,0.98665,0.99465,0.97193,0.99408,0.94554,0.95855,0.73679,0.21768,1.37661,0.04589,0.19792,0.66108,0.0006932,0.0006932,0.0006932
134,446.131,0.32368,1.03538,0.16128,0.31613,0.86401,0.96612,0.9882,0.99392,0.96459,0.95771,0.91089,0.89585,0.65452,0.24731,1.43413,0.04956,0.22568,0.66987,0.0006833,0.0006833,0.0006833
135,449.496,0.33526,0.77238,0.18514,0.34159,0.86163,0.97033,0.97146,0.99346,0.96386,0.98952,0.93464,0.94558,0.71406,0.2247,1.21844,0.04483,0.22353,0.66383,0.0006734,0.0006734,0.0006734
136,452.85,0.34359,0.84705,0.17808,0.33476,0.88802,0.98993,0.97322,0.99404,0.97236,0.99418,0.94554,0.95879,0.76143,0.2195,1.18876,0.05253,0.19294,0.66315,0.0006635,0.0006635,0.0006635
137,456.342,0.32743,0.91056,0.15966,0.33034,0.8731,0.98018,0.97952,0.99398,0.97582,0.99479,0.94499,0.9595,0.75722,0.20833,1.25613,0.04223,0.18289,0.66054,0.0006536,0.0006536,0.0006536
138,459.742,0.33781,0.88621,0.16853,0.32208,0.87274,0.98455,0.97525,0.99385,0.9623,0.9923,0.94554,0.95691,0.7502,0.22478,1.20196,0.04562,0.19592,0.66158,0.0006437,0.0006437,0.0006437
139,463.107,0.35826,0.77398,0.1531,0.32829,0.87972,0.98852,0.97525,0.99408,0.96639,0.9899,0.93564,0.95304,0.74137,0.21258,1.17785,0.04703,0.20203,0.65999,0.0006338,0.0006338,0.0006338
140,466.426,0.32711,0.83506,0.14199,0.30645,0.85679,0.98512,0.98329,0.99446,0.97061,0.9845,0.94332,0.95152,0.74027,0.21441,1.18395,0.05231,0.19741,0.65932,0.0006239,0.0006239,0.0006239
141,469.765,0.33367,0.72747,0.16133,0.29614,0.86082,0.98028,0.98427,0.99427,0.97079,0.98878,0.94059,0.95681,0.77644,0.21358,1.19113,0.045,0.19227,0.65846,0.000614,0.000614,0.000614
142,473.256,0.32549,0.75161,0.17118,0.3037,0.86536,0.98999,0.9797,0.99446,0.97317,0.99119,0.93564,0.96195,0.78731,0.22417,1.19984,0.0444,0.1959,0.66096,0.0006041,0.0006041,0.0006041
143,476.735,0.34059,0.76219,0.16519,0.34005,0.8674,0.98995,0.97499,0.99387,0.96969,0.99448,0.94554,0.95927,0.78399,0.22576,1.21368,0.0501,0.21962,0.66433,0.0005942,0.0005942,0.0005942
144,480.107,0.33804,0.90103,0.17413,0.31669,0.85216,0.98387,0.9802,0.99262,0.96376,0.99258,0.94554,0.96095,0.76984,0.23709,1.23445,0.05216,0.20727,0.66523,0.0005843,0.0005843,0.0005843
145,483.434,0.3398,0.83541,0.1544,0.30002,0.88101,0.98457,0.9802,0.99352,0.96953,0.99456,0.94554,0.96245,0.7407,0.21806,1.29351,0.04424,0.19524,0.66254,0.0005744,0.0005744,0.0005744
146,486.813,0.33368,0.86338,0.1769,0.32455,0.85733,0.98347,0.98515,0.99442,0.96476,0.99407,0.94554,0.95567,0.74085,0.20757,1.20996,0.03845,0.18645,0.65874,0.0005645,0.0005645,0.0005645
147,490.13,0.29716,0.73064,0.15705,0.29123,0.84377,0.99347,0.98515,0.9943,0.96504,0.99194,0.94554,0.95888,0.74687,0.20097,1.20308,0.04005,0.18543,0.65813,0.0005546,0.0005546,0.0005546
148,493.534,0.31998,0.68524,0.16317,0.29629,0.86803,0.98512,0.98327,0.99407,0.96973,0.99479,0.94471,0.95804,0.74912,0.19105,1.20407,0.03452,0.17566,0.65669,0.0005447,0.0005447,0.0005447
149,496.854,0.31337,0.85014,0.15063,0.30856,0.86964,0.98781,0.98515,0.99433,0.97196,0.99361,0.94554,0.95639,0.74347,0.20578,1.16579,0.03651,0.18247,0.65902,0.0005348,0.0005348,0.0005348
150,500.242,0.2939,0.75154,0.13558,0.29111,0.84567,0.97012,0.97525,0.99266,0.97136,0.98825,0.94554,0.95986,0.74167,0.20868,1.15695,0.04084,0.22181,0.65842,0.0005249,0.0005249,0.0005249
151,503.63,0.29382,0.7953,0.1648,0.30282,0.85629,0.99299,0.98515,0.99456,0.97328,0.99479,0.94518,0.96349,0.8001,0.2227,1.16453,0.04785,0.18708,0.6611,0.000515,0.000515,0.000515
152,507.089,0.31132,0.78633,0.15795,0.29066,0.84683,0.98439,0.9802,0.99369,0.97613,0.99004,0.94059,0.96356,0.80316,0.20459,1.17476,0.04991,0.19342,0.65725,0.0005051,0.0005051,0.0005051
153,510.52,0.31213,0.91676,0.17172,0.29575,0.86302,0.99145,0.9802,0.99432,0.97803,0.99243,0.94554,0.96257,0.80255,0.20554,1.16463,0.04616,0.19313,0.65935,0.0004952,0.0004952,0.0004952
154,513.962,0.31696,1.07137,0.1462,0.30751,0.85462,0.9928,0.98515,0.99415,0.97647,0.98336,0.94554,0.95846,0.75725,0.19185,1.15309,0.0463,0.18453,0.65776,0.0004853,0.0004853,0.0004853
155,517.321,0.30654,0.85028,0.15993,0.32381,0.86043,0.98451,0.9802,0.99423,0.97788,0.99478,0.94333,0.95889,0.76067,0.19961,1.15538,0.04078,0.19255,0.65884,0.0004754,0.0004754,0.0004754
156,520.629,0.29448,0.63619,0.1467,0.28087,0.85029,0.99409,0.98515,0.99461,0.97775,0.99308,0.94059,0.96243,0.79141,0.20455,1.159,0.03799,0.18293,0.65893,0.0004655,0.0004655,0.0004655
157,524.055,0.30603,0.93879,0.16234,0.2939,0.85594,0.99904,0.98515,0.9948,0.9778,0.99327,0.94554,0.96151,0.79957,0.19087,1.16983,0.03762,0.17368,0.65533,0.0004556,0.0004556,0.0004556
158,527.446,0.26857,0.87363,0.14673,0.27176,0.84072,0.98862,0.9802,0.99433,0.97785,0.9934,0.94554,0.95913,0.76769,0.20046,1.20745,0.03471,0.17634,0.65651,0.0004457,0.0004457,0.0004457
159,530.774,0.28877,0.76352,0.1444,0.27475,0.83604,0.98915,0.9802,0.99423,0.97738,0.99455,0.94554,0.95922,0.76678,0.1968,1.15212,0.04073,0.1811,0.65605,0.0004358,0.0004358,0.0004358
160,534.123,0.28801,0.65127,0.14512,0.27759,0.85462,0.99193,0.9802,0.99451,0.97374,0.99479,0.94526,0.95902,0.78104,0.1966,1.15184,0.04191,0.17637,0.65598,0.0004259,0.0004259,0.0004259
161,537.479,0.31405,0.70658,0.14765,0.29323,0.86746,0.99924,0.98515,0.9948,0.97644,0.99479,0.94494,0.95917,0.79993,0.20027,1.17294,0.04228,0.17854,0.65734,0.000416,0.000416,0.000416
162,540.807,0.29804,0.86046,0.15407,0.27967,0.85722,1,0.9833,0.9949,0.97926,0.99329,0.94554,0.96178,0.80352,0.19313,1.14547,0.03108,0.17181,0.65655,0.0004061,0.0004061,0.0004061
163,544.36,0.30308,0.80807,0.17274,0.32099,0.86431,0.99356,0.98515,0.9949,0.97683,0.99325,0.94554,0.96256,0.80073,0.20981,1.14643,0.02802,0.17627,0.65746,0.0003962,0.0003962,0.0003962
164,547.744,0.28494,0.72609,0.144,0.26287,0.85513,0.99502,0.98863,0.9949,0.97691,0.99402,0.94554,0.96318,0.80128,0.19461,1.14508,0.03096,0.17071,0.65716,0.0003863,0.0003863,0.0003863
165,551.048,0.27147,0.78557,0.14993,0.26677,0.8537,0.99877,0.98515,0.99495,0.97738,0.99379,0.94554,0.96441,0.79074,0.19797,1.14506,0.03286,0.17,0.6559,0.0003764,0.0003764,0.0003764
166,554.403,0.29529,0.89118,0.13179,0.28487,0.84315,0.99004,0.98443,0.99466,0.97761,0.99479,0.94529,0.96367,0.78615,0.19475,1.16593,0.03336,0.16575,0.6554,0.0003665,0.0003665,0.0003665
167,557.763,0.27383,0.65713,0.12675,0.26928,0.8507,0.99004,0.98408,0.99471,0.9801,0.99478,0.94414,0.96308,0.7967,0.17974,1.1399,0.03387,0.16939,0.65385,0.0003566,0.0003566,0.0003566
168,561.093,0.28744,0.8476,0.15226,0.28497,0.86895,1,0.96907,0.99428,0.97946,0.99117,0.93564,0.96172,0.80071,0.18667,1.14502,0.03034,0.18051,0.65312,0.0003467,0.0003467,0.0003467
169,564.503,0.27649,0.76109,0.16073,0.27289,0.84126,0.99405,0.98515,0.9948,0.9779,0.99243,0.94059,0.9626,0.78867,0.19087,1.13938,0.03123,0.17233,0.65394,0.0003368,0.0003368,0.0003368
170,567.928,0.28998,0.67144,0.15467,0.28126,0.85797,0.99421,0.98515,0.9948,0.97878,0.98172,0.94554,0.96179,0.78699,0.17945,1.14435,0.03358,0.16809,0.65121,0.0003269,0.0003269,0.0003269
171,571.269,0.29491,0.69969,0.15245,0.27801,0.84737,0.99433,0.98515,0.99475,0.98198,0.98956,0.9381,0.96161,0.7828,0.17109,1.13797,0.03308,0.16346,0.65118,0.000317,0.000317,0.000317
172,574.636,0.29565,0.86478,0.16708,0.29752,0.85374,0.98943,0.98515,0.99461,0.97957,0.99214,0.94554,0.96111,0.78032,0.17773,1.13746,0.03168,0.16644,0.6533,0.0003071,0.0003071,0.0003071
173,577.932,0.27722,0.68924,0.13915,0.27383,0.86052,0.99421,0.98515,0.99475,0.9765,0.99258,0.94554,0.9592,0.78296,0.18238,1.1443,0.03273,0.16615,0.65355,0.0002972,0.0002972,0.0002972
174,581.298,0.26273,0.63267,0.15126,0.25504,0.83273,0.99415,0.98515,0.99461,0.97362,0.99277,0.94554,0.95907,0.77454,0.19067,1.14285,0.0381,0.16186,0.65486,0.0002873,0.0002873,0.0002873
175,584.623,0.2847,0.77586,0.15654,0.29176,0.85675,0.99873,0.98515,0.99471,0.97852,0.993,0.94554,0.96026,0.75727,0.18519,1.15362,0.04162,0.16039,0.65467,0.0002774,0.0002774,0.0002774
176,587.988,0.26252,0.82546,0.14369,0.2666,0.84685,0.99916,0.98515,0.99476,0.9803,0.99283,0.94554,0.96118,0.76737,0.18359,1.14785,0.03703,0.16165,0.65397,0.0002675,0.0002675,0.0002675
177,591.328,0.26466,0.6958,0.14127,0.25492,0.84913,0.98954,0.98515,0.99466,0.97965,0.9921,0.94554,0.96173,0.77915,0.1778,1.13985,0.03337,0.1637,0.65363,0.0002576,0.0002576,0.0002576
178,594.704,0.27676,0.61022,0.13735,0.28469,0.8343,0.99373,0.98515,0.99456,0.97787,0.99358,0.94059,0.96105,0.79211,0.18134,1.14249,0.03152,0.16449,0.65343,0.0002477,0.0002477,0.0002477
179,598.061,0.26922,0.78753,0.13422,0.26978,0.83928,0.99481,0.98515,0.99466,0.97823,0.99221,0.94554,0.95812,0.79726,0.17577,1.16444,0.02792,0.16677,0.65239,0.0002378,0.0002378,0.0002378
180,601.374,0.26493,0.79234,0.13838,0.25069,0.84481,0.99534,0.9802,0.99462,0.97982,0.99185,0.94554,0.95884,0.80086,0.17654,1.16891,0.02779,0.16478,0.65275,0.0002279,0.0002279,0.0002279
181,604.729,0.26859,0.76566,0.13783,0.25363,0.84184,1,0.96936,0.99428,0.98126,0.99277,0.94554,0.96151,0.80817,0.17253,1.13082,0.02716,0.15848,0.65235,0.000218,0.000218,0.000218
182,608.2,0.24819,0.7523,0.11365,0.23646,0.82751,0.99411,0.9802,0.99457,0.97902,0.9928,0.94554,0.96039,0.79169,0.17572,1.14173,0.02509,0.15832,0.65183,0.0002081,0.0002081,0.0002081
183,611.604,0.26312,0.75171,0.1705,0.25594,0.8385,1,0.97909,0.99466,0.98065,0.99304,0.94554,0.96046,0.7805,0.16969,1.15845,0.02395,0.15275,0.65116,0.0001982,0.0001982,0.0001982
184,615.037,0.2588,0.72578,0.13276,0.24106,0.8326,0.9986,0.98515,0.99476,0.98353,0.99316,0.94554,0.96073,0.78369,0.16684,1.14203,0.02764,0.14812,0.65127,0.0001883,0.0001883,0.0001883
185,618.368,0.25645,0.71621,0.14852,0.25228,0.8357,0.99362,0.98515,0.99471,0.98282,0.99329,0.94554,0.96123,0.78685,0.16341,1.13581,0.03246,0.14493,0.65047,0.0001784,0.0001784,0.0001784
186,621.757,0.24799,0.60521,0.14673,0.2652,0.84156,0.98863,0.98515,0.99452,0.98266,0.99319,0.94554,0.96081,0.78389,0.16396,1.13459,0.03095,0.14623,0.64906,0.0001685,0.0001685,0.0001685
187,625.146,0.2611,0.89445,0.14064,0.24853,0.85787,0.99349,0.98515,0.99461,0.98344,0.9933,0.94554,0.96078,0.78584,0.16335,1.13071,0.03075,0.14853,0.64904,0.0001586,0.0001586,0.0001586
188,628.6,0.25714,0.77081,0.14302,0.24089,0.84636,0.99862,0.98515,0.99476,0.98383,0.99335,0.94554,0.96099,0.78906,0.15866,1.13366,0.02983,0.14509,0.64844,0.0001487,0.0001487,0.0001487
189,632.094,0.29626,0.74569,0.14361,0.2984,0.87459,0.99878,0.98515,0.99471,0.98485,0.99312,0.94554,0.96231,0.79894,0.16815,1.12644,0.02773,0.14776,0.64942,0.0001388,0.0001388,0.0001388
190,635.581,0.26077,0.70981,0.1425,0.2525,0.8539,0.99352,0.98515,0.99461,0.98247,0.99256,0.94554,0.96328,0.79661,0.17237,1.15867,0.02501,0.1499,0.6518,0.0001289,0.0001289,0.0001289
191,639.578,0.22067,0.59435,0.09269,0.20612,0.80782,0.99417,0.98515,0.99471,0.97804,0.99277,0.94554,0.95517,0.77202,0.18581,1.15147,0.0203,0.15336,0.65482,0.000119,0.000119,0.000119
192,643.143,0.20922,0.60228,0.0916,0.17827,0.82229,0.99455,0.98515,0.99452,0.97623,0.99259,0.94554,0.95137,0.75333,0.17935,1.14657,0.01863,0.15134,0.65375,0.0001091,0.0001091,0.0001091
193,646.502,0.20321,0.50184,0.08814,0.17785,0.79854,0.98938,0.98515,0.99443,0.97577,0.9921,0.94554,0.951,0.75026,0.17871,1.15108,0.01869,0.14967,0.65322,9.92e-05,9.92e-05,9.92e-05
194,650.045,0.19722,0.64956,0.08593,0.17321,0.81702,0.99498,0.98184,0.99457,0.97565,0.99211,0.94554,0.95111,0.75219,0.17185,1.15707,0.01896,0.14752,0.65166,8.93e-05,8.93e-05,8.93e-05
195,653.554,0.19656,0.48811,0.07987,0.16796,0.81714,0.99436,0.98515,0.99457,0.97726,0.99255,0.94554,0.95208,0.75945,0.17113,1.14536,0.01944,0.14355,0.65089,7.94e-05,7.94e-05,7.94e-05
196,657.093,0.18803,0.65561,0.08146,0.16815,0.81418,0.99435,0.98515,0.99452,0.97721,0.99288,0.94554,0.95292,0.76445,0.16617,1.13677,0.01968,0.14373,0.65046,6.95e-05,6.95e-05,6.95e-05
197,660.547,0.19094,0.52592,0.08632,0.17382,0.81457,0.99437,0.98515,0.99461,0.97562,0.9929,0.94554,0.95311,0.76701,0.1665,1.13839,0.01935,0.14545,0.65029,5.96e-05,5.96e-05,5.96e-05
198,663.957,0.19261,0.62377,0.0569,0.17099,0.79863,0.99437,0.98515,0.99475,0.97716,0.99366,0.94554,0.9539,0.76876,0.16454,1.1365,0.02021,0.14343,0.64978,4.97e-05,4.97e-05,4.97e-05
199,667.336,0.18836,0.58989,0.06813,0.16759,0.79275,0.99433,0.98515,0.99485,0.97619,0.99474,0.94554,0.95518,0.773,0.16656,1.12865,0.0203,0.14458,0.6497,3.98e-05,3.98e-05,3.98e-05
200,670.741,0.17996,0.52025,0.08737,0.16791,0.79585,0.99433,0.98515,0.99485,0.97813,0.99479,0.94544,0.95615,0.77479,0.16477,1.12791,0.02004,0.14308,0.64982,2.99e-05,2.99e-05,2.99e-05
