epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
121,595.535,0.41885,0.11814,0.14755,0.44085,0.90355,0.97447,0.94484,0.98729,0.94326,0.97958,0.94974,0.98434,0.97728,0.27527,0.08405,0.10339,0.5188,0.59587,0.001208,0.001208,0.001208
122,600.335,0.43435,0.13845,0.15928,0.4214,0.90063,0.99616,0.94554,0.98589,0.95086,0.99094,0.94059,0.98958,0.98451,0.25632,0.06235,0.07399,0.23319,0.55705,0.0012014,0.0012014,0.0012014
123,605.205,0.42869,0.09805,0.14801,0.43592,0.90307,0.96851,0.91344,0.97382,0.92729,0.96453,0.94236,0.98364,0.9754,0.25741,0.08066,0.08164,0.3683,0.55278,0.0011948,0.0011948,0.0011948
124,610.037,0.4063,0.09443,0.14434,0.43876,0.88639,0.95898,0.9505,0.97915,0.95148,0.94509,0.9802,0.98602,0.98075,0.24652,0.07334,0.10478,0.42451,0.58784,0.0011882,0.0011882,0.0011882
125,614.851,0.41211,0.18128,0.15948,0.42187,0.88252,0.9746,0.94984,0.9747,0.94046,0.96615,0.9901,0.99132,0.98638,0.24039,0.05997,0.07829,0.25075,0.55613,0.0011816,0.0011816,0.0011816
126,619.662,0.40261,0.13184,0.13224,0.43765,0.89213,0.98454,0.94574,0.97291,0.94726,0.98969,0.95069,0.99164,0.98546,0.22514,0.07026,0.07623,0.29849,0.54947,0.001175,0.001175,0.001175
127,624.659,0.38103,0.20441,0.12797,0.39403,0.87059,0.97936,0.93952,0.97291,0.93742,0.99484,0.9543,0.99272,0.98472,0.29755,0.09449,0.12356,0.45657,0.64666,0.0011684,0.0011684,0.0011684
128,629.575,0.40862,0.19738,0.14609,0.41802,0.88792,0.99308,0.9505,0.9771,0.94524,0.97839,0.9901,0.99375,0.98813,0.22286,0.07148,0.07617,0.25697,0.55159,0.0011618,0.0011618,0.0011618
129,634.44,0.39866,0.10154,0.15302,0.4125,0.89084,0.99481,0.94971,0.98484,0.94894,0.98849,0.9505,0.99194,0.98869,0.21156,0.06003,0.07413,0.29589,0.54272,0.0011552,0.0011552,0.0011552
130,639.32,0.39281,0.2198,0.1343,0.37976,0.89291,0.97846,0.94554,0.98385,0.9407,0.99374,0.95545,0.98886,0.98047,0.2366,0.08334,0.09594,0.50084,0.56634,0.0011486,0.0011486,0.0011486
131,644.313,0.40196,0.17483,0.11004,0.38516,0.87509,0.99587,0.9505,0.99198,0.95545,0.96508,0.9901,0.99288,0.98759,0.23312,0.06777,0.07652,0.21145,0.54989,0.001142,0.001142,0.001142
132,649.356,0.40656,0.11598,0.1538,0.4118,0.89726,0.99047,0.94059,0.99052,0.95156,0.95913,0.9802,0.99262,0.98612,0.2354,0.06537,0.08277,0.2315,0.55167,0.0011354,0.0011354,0.0011354
133,654.226,0.40889,0.09842,0.14756,0.41035,0.88395,0.97878,0.94059,0.98741,0.95676,0.98393,0.94554,0.98857,0.98548,0.20868,0.05765,0.07344,0.28407,0.54265,0.0011288,0.0011288,0.0011288
134,659.118,0.36054,0.09418,0.13174,0.36837,0.87694,0.9944,0.94059,0.99229,0.96324,0.97984,0.9626,0.99062,0.98565,0.20074,0.05921,0.06667,0.21801,0.54299,0.0011222,0.0011222,0.0011222
135,664.081,0.3643,0.13356,0.13981,0.37097,0.88159,0.97979,0.95985,0.97993,0.9497,0.96081,0.97105,0.98719,0.98119,0.23252,0.0629,0.06604,0.29398,0.54976,0.0011156,0.0011156,0.0011156
136,669.005,0.38529,0.17083,0.13762,0.38747,0.87775,0.97774,0.96535,0.98468,0.94891,0.97813,0.9703,0.99097,0.98236,0.20375,0.06423,0.0682,0.29118,0.54314,0.001109,0.001109,0.001109
137,673.834,0.38922,0.09371,0.14007,0.37796,0.88441,0.98504,0.97799,0.99396,0.96243,0.99003,0.98294,0.99264,0.9864,0.20981,0.06393,0.06989,0.32353,0.54181,0.0011024,0.0011024,0.0011024
138,678.696,0.37406,0.10457,0.10752,0.39062,0.87898,0.99382,0.94554,0.9846,0.95787,0.98096,0.9802,0.99239,0.98282,0.20599,0.07825,0.08941,0.42598,0.55428,0.0010958,0.0010958,0.0010958
139,683.581,0.39631,0.13434,0.13093,0.39683,0.87982,0.99285,0.9505,0.98484,0.95768,0.98768,0.94554,0.99053,0.98541,0.21438,0.06544,0.06505,0.22885,0.54675,0.0010892,0.0010892,0.0010892
140,688.454,0.3797,0.07234,0.14149,0.40808,0.87429,0.99482,0.95031,0.99303,0.96413,0.9938,0.94554,0.99172,0.98588,0.2241,0.0655,0.07026,0.30526,0.54797,0.0010826,0.0010826,0.0010826
141,693.406,0.39094,0.1362,0.13875,0.40241,0.87397,0.9741,0.9802,0.98826,0.95463,0.97063,0.98171,0.99143,0.98704,0.20561,0.05617,0.0661,0.21419,0.54508,0.001076,0.001076,0.001076
142,698.195,0.39009,0.09336,0.13072,0.37362,0.87725,0.96605,0.98615,0.99333,0.96008,0.9693,0.98515,0.98914,0.9838,0.22695,0.05777,0.07041,0.31251,0.54962,0.0010694,0.0010694,0.0010694
143,703.017,0.38257,0.08061,0.117,0.37159,0.87867,0.95677,0.98604,0.99297,0.96519,0.95677,0.98604,0.99191,0.9868,0.20807,0.05717,0.07127,0.3574,0.54699,0.0010628,0.0010628,0.0010628
144,707.961,0.36929,0.09568,0.13312,0.36468,0.88607,0.98257,0.9505,0.98788,0.95769,0.97991,0.96604,0.99207,0.98932,0.20825,0.05721,0.06878,0.19735,0.54426,0.0010562,0.0010562,0.0010562
145,712.815,0.36566,0.07597,0.12845,0.37012,0.87428,0.99185,0.9505,0.9817,0.95544,0.9888,0.9703,0.99084,0.98715,0.21965,0.06048,0.06705,0.26954,0.54781,0.0010496,0.0010496,0.0010496
146,717.677,0.39246,0.07034,0.12533,0.36282,0.87515,0.98486,0.96603,0.9867,0.95164,0.97236,0.9703,0.99224,0.98608,0.21618,0.06073,0.07285,0.32764,0.54896,0.001043,0.001043,0.001043
147,722.668,0.35575,0.06147,0.11843,0.3376,0.85921,0.98018,0.97941,0.98623,0.96053,0.98514,0.98436,0.99029,0.98579,0.21171,0.05917,0.06877,0.28148,0.54377,0.0010364,0.0010364,0.0010364
148,727.506,0.38287,0.10522,0.11893,0.36558,0.88045,1,0.98444,0.99485,0.97244,0.98385,0.9901,0.99239,0.98832,0.18506,0.05778,0.06907,0.21277,0.54247,0.0010298,0.0010298,0.0010298
149,732.419,0.35305,0.09952,0.10136,0.34629,0.87287,0.98545,0.9703,0.98148,0.9655,0.97992,0.96651,0.98685,0.98337,0.19819,0.05525,0.06185,0.19009,0.54397,0.0010232,0.0010232,0.0010232
150,737.252,0.37122,0.09791,0.13652,0.37013,0.87618,0.9934,0.96535,0.98052,0.96026,0.98872,0.97525,0.99004,0.98477,0.19269,0.05841,0.06008,0.17509,0.54374,0.0010166,0.0010166,0.0010166
151,742.13,0.36905,0.0717,0.12596,0.35382,0.87861,0.95303,0.98515,0.99318,0.96126,0.98511,0.98236,0.99156,0.98866,0.19725,0.05128,0.06175,0.20408,0.54332,0.00101,0.00101,0.00101
152,746.94,0.39057,0.09605,0.11173,0.37749,0.88146,0.98505,0.97876,0.99337,0.96148,0.99004,0.98371,0.99336,0.9891,0.23104,0.06179,0.06425,0.24275,0.5515,0.0010034,0.0010034,0.0010034
153,751.786,0.36542,0.10666,0.11255,0.37407,0.88055,0.97459,0.97525,0.98692,0.95974,0.97552,0.98654,0.99342,0.98791,0.2194,0.0555,0.06615,0.23597,0.55229,0.0009968,0.0009968,0.0009968
154,756.568,0.34257,0.10109,0.11186,0.34549,0.86353,0.96592,0.98212,0.99354,0.96508,0.96592,0.98212,0.99021,0.98547,0.20473,0.0601,0.06033,0.27508,0.54566,0.0009902,0.0009902,0.0009902
155,761.404,0.34281,0.10177,0.14113,0.3712,0.8757,0.97099,0.97525,0.99372,0.96409,0.97099,0.97525,0.98916,0.98554,0.20377,0.05539,0.05944,0.2451,0.54613,0.0009836,0.0009836,0.0009836
156,766.246,0.34002,0.18122,0.13475,0.35001,0.87704,0.99529,0.9505,0.98691,0.96407,0.98369,0.98515,0.99259,0.98852,0.21037,0.05666,0.06143,0.19209,0.54728,0.000977,0.000977,0.000977
157,771.061,0.37145,0.07492,0.1182,0.36084,0.88135,0.99695,0.9505,0.98833,0.96456,0.98518,0.98725,0.99364,0.99053,0.18927,0.05332,0.061,0.18187,0.54738,0.0009704,0.0009704,0.0009704
158,775.891,0.34272,0.14126,0.10842,0.34143,0.86263,0.99774,0.9505,0.98582,0.96076,0.97509,0.9901,0.99301,0.98492,0.19106,0.06094,0.05781,0.18816,0.54683,0.0009638,0.0009638,0.0009638
159,780.832,0.36013,0.06387,0.10374,0.37616,0.88446,0.99453,0.94554,0.97956,0.95686,0.97388,0.97525,0.98898,0.98188,0.24868,0.07636,0.0895,0.40853,0.60403,0.0009572,0.0009572,0.0009572
160,785.761,0.34544,0.11225,0.1175,0.33822,0.84657,0.966,0.98449,0.99372,0.94911,0.966,0.98449,0.98949,0.98607,0.23464,0.06167,0.08514,0.37051,0.57985,0.0009506,0.0009506,0.0009506
161,790.584,0.34444,0.19401,0.13285,0.35397,0.87135,0.97947,0.98515,0.99431,0.96571,0.97436,0.9802,0.99196,0.98702,0.26938,0.07101,0.10458,0.33147,0.63642,0.000944,0.000944,0.000944
162,795.455,0.32986,0.07026,0.09937,0.33041,0.85714,0.98512,0.98337,0.99394,0.97101,0.98512,0.98337,0.99245,0.99094,0.31941,0.08307,0.14033,0.23828,0.72475,0.0009374,0.0009374,0.0009374
163,800.422,0.35955,0.08289,0.11492,0.35288,0.87604,0.98408,0.9802,0.9946,0.97489,0.97911,0.97525,0.9924,0.99069,0.19727,0.05567,0.05907,0.17931,0.55352,0.0009308,0.0009308,0.0009308
164,805.328,0.33221,0.04897,0.11424,0.33231,0.86484,0.98521,0.98922,0.99445,0.97788,0.98028,0.98427,0.99237,0.99018,0.17713,0.05353,0.06059,0.16516,0.5432,0.0009242,0.0009242,0.0009242
165,810.269,0.33194,0.10012,0.11311,0.33106,0.85911,0.98998,0.97858,0.99392,0.9784,0.98498,0.97363,0.98915,0.98695,0.18657,0.05219,0.05894,0.32606,0.54677,0.0009176,0.0009176,0.0009176
166,815.214,0.33135,0.10523,0.11308,0.32655,0.86514,0.98932,0.98515,0.9941,0.97265,0.98435,0.9802,0.99083,0.98758,0.18955,0.0558,0.05904,0.16598,0.54356,0.000911,0.000911,0.000911
167,820.071,0.34703,0.07926,0.1138,0.32077,0.87497,0.97218,0.97525,0.99364,0.96959,0.97712,0.9802,0.99285,0.99002,0.19192,0.05788,0.05671,0.17258,0.54342,0.0009044,0.0009044,0.0009044
168,824.907,0.34409,0.12831,0.13093,0.32027,0.87271,0.97827,0.97525,0.99304,0.97519,0.98323,0.9802,0.9925,0.9891,0.21266,0.07351,0.11903,0.44278,0.5739,0.0008978,0.0008978,0.0008978
169,829.742,0.32845,0.07279,0.10487,0.34047,0.87179,0.97631,0.9802,0.99324,0.97488,0.97631,0.9802,0.99261,0.99061,0.22778,0.0789,0.13727,0.43305,0.60464,0.0008912,0.0008912,0.0008912
170,834.715,0.34681,0.09205,0.11022,0.34064,0.87636,0.99741,0.94554,0.9925,0.96686,0.99479,0.94485,0.98957,0.98763,0.18115,0.05386,0.05625,0.18672,0.54195,0.0008846,0.0008846,0.0008846
171,839.641,0.32544,0.11061,0.10457,0.32174,0.84821,0.98545,0.96535,0.99354,0.97757,0.97198,0.98515,0.98964,0.98754,0.18378,0.05516,0.05318,0.1914,0.53991,0.000878,0.000878,0.000878
172,844.608,0.33359,0.16637,0.10515,0.33713,0.8713,0.97698,0.9802,0.994,0.97325,0.97698,0.9802,0.99228,0.98872,0.19772,0.05655,0.05578,0.3181,0.54263,0.0008714,0.0008714,0.0008714
173,849.439,0.34221,0.10669,0.10638,0.33712,0.86395,0.98485,0.96551,0.99333,0.9722,0.96499,0.9901,0.9927,0.98918,0.17636,0.05718,0.05468,0.21192,0.53772,0.0008648,0.0008648,0.0008648
174,854.283,0.33118,0.09615,0.10738,0.3251,0.85989,0.98501,0.97622,0.994,0.97542,0.98503,0.97703,0.99254,0.98979,0.18918,0.05376,0.05489,0.20325,0.539,0.0008582,0.0008582,0.0008582
175,859.137,0.33579,0.09299,0.10339,0.33977,0.86044,1,0.97514,0.994,0.97797,0.99494,0.9802,0.99265,0.98961,0.17732,0.05314,0.05324,0.15175,0.53734,0.0008516,0.0008516,0.0008516
176,864.001,0.3205,0.07444,0.09703,0.31939,0.8592,0.98008,0.97415,0.99311,0.96916,0.99004,0.984,0.98948,0.9865,0.19258,0.05835,0.07615,0.33406,0.54047,0.000845,0.000845,0.000845
177,868.799,0.35031,0.10633,0.12306,0.32743,0.87554,0.98462,0.9802,0.9936,0.97545,0.99331,0.98515,0.99037,0.98837,0.16914,0.054,0.05996,0.1603,0.53592,0.0008384,0.0008384,0.0008384
178,873.612,0.34248,0.10673,0.11724,0.33096,0.86139,0.99009,0.98945,0.9948,0.97434,0.98514,0.9845,0.99318,0.98989,0.1723,0.05721,0.05473,0.15649,0.53691,0.0008318,0.0008318,0.0008318
179,878.284,0.32653,0.12627,0.09207,0.31202,0.84415,0.99811,0.97525,0.99466,0.97408,0.99305,0.9703,0.99309,0.99053,0.17963,0.05385,0.05598,0.15824,0.53949,0.0008252,0.0008252,0.0008252
180,882.907,0.34242,0.12377,0.0999,0.31791,0.86111,0.99002,0.98222,0.9948,0.97391,0.98503,0.9774,0.99202,0.98872,0.17751,0.05396,0.0525,0.16002,0.54056,0.0008186,0.0008186,0.0008186
181,887.657,0.31762,0.05582,0.10758,0.31855,0.85171,0.98875,0.98515,0.99465,0.97225,0.98378,0.9802,0.99112,0.98882,0.18219,0.05479,0.05344,0.17385,0.54179,0.000812,0.000812,0.000812
182,892.483,0.36004,0.15501,0.09902,0.32472,0.88236,0.99411,0.98515,0.9947,0.97205,0.98911,0.9802,0.99286,0.99131,0.16965,0.05056,0.0545,0.1603,0.5397,0.0008054,0.0008054,0.0008054
183,897.144,0.34249,0.0848,0.09562,0.31448,0.87316,0.97975,0.98515,0.99422,0.97413,0.9748,0.9802,0.9925,0.99056,0.15978,0.04931,0.05048,0.15917,0.53792,0.0007988,0.0007988,0.0007988
184,901.724,0.31137,0.08482,0.10572,0.30884,0.85336,0.98822,0.98515,0.99423,0.97737,0.98326,0.9802,0.9916,0.99028,0.16803,0.05322,0.05305,0.14537,0.54096,0.0007922,0.0007922,0.0007922
185,906.339,0.32269,0.13302,0.09652,0.32284,0.84131,0.99499,0.98355,0.99442,0.97754,0.98998,0.9786,0.99117,0.9902,0.16394,0.04818,0.05288,0.15073,0.54033,0.0007856,0.0007856,0.0007856
186,911.014,0.29002,0.04587,0.10361,0.29444,0.84805,0.98512,0.98345,0.9945,0.9792,0.98016,0.9785,0.99124,0.98919,0.15535,0.04945,0.05071,0.15201,0.53955,0.000779,0.000779,0.000779
187,915.75,0.32042,0.05401,0.09829,0.33948,0.86747,0.99364,0.9802,0.99415,0.97513,0.99386,0.98515,0.99355,0.99232,0.16047,0.05109,0.054,0.14596,0.53734,0.0007724,0.0007724,0.0007724
188,920.44,0.31861,0.14133,0.09065,0.3082,0.86505,0.97533,0.9788,0.99349,0.96992,0.98027,0.98375,0.98903,0.98805,0.16844,0.05275,0.05723,0.15802,0.53952,0.0007658,0.0007658,0.0007658
189,925.028,0.31748,0.07223,0.10964,0.30475,0.85381,0.98559,0.96535,0.99248,0.97352,0.9851,0.98169,0.98906,0.98824,0.17874,0.05173,0.05401,0.16044,0.54208,0.0007592,0.0007592,0.0007592
190,929.699,0.3247,0.11364,0.09952,0.3057,0.84561,0.98205,0.96535,0.99256,0.97108,0.98009,0.97525,0.98891,0.98709,0.17812,0.05494,0.05405,0.15557,0.54112,0.0007526,0.0007526,0.0007526
191,934.4,0.28832,0.08913,0.11371,0.28324,0.85134,0.98994,0.97383,0.99335,0.97615,0.98994,0.97383,0.98953,0.98772,0.18402,0.05417,0.05012,0.15888,0.54267,0.000746,0.000746,0.000746
192,939.185,0.29967,0.05478,0.0845,0.2933,0.85552,0.98469,0.97525,0.99421,0.97634,0.97969,0.9703,0.98855,0.98794,0.16449,0.05396,0.04795,0.15956,0.54209,0.0007394,0.0007394,0.0007394
193,943.82,0.29773,0.08353,0.0941,0.29001,0.85831,0.98018,0.97934,0.99431,0.97853,0.98018,0.97934,0.98975,0.9877,0.15213,0.05602,0.04583,0.15621,0.54008,0.0007328,0.0007328,0.0007328
194,948.452,0.30845,0.1676,0.09974,0.31071,0.8597,0.98884,0.97525,0.99417,0.97931,0.98884,0.97525,0.9897,0.98777,0.15832,0.0529,0.04445,0.15415,0.53927,0.0007262,0.0007262,0.0007262
195,953.131,0.3183,0.20871,0.10704,0.32382,0.85814,0.98008,0.97412,0.99319,0.97663,0.98506,0.97907,0.99259,0.99081,0.17827,0.05113,0.05004,0.2833,0.54446,0.0007196,0.0007196,0.0007196
196,957.779,0.32647,0.07179,0.10113,0.32305,0.88741,0.95666,0.98356,0.99136,0.97165,0.96147,0.98834,0.99208,0.99046,0.31609,0.09029,0.13747,0.20967,0.75352,0.000713,0.000713,0.000713
197,962.354,0.32451,0.10858,0.10035,0.32384,0.85915,0.98999,0.97885,0.99445,0.97636,0.98498,0.9739,0.99354,0.99292,0.16791,0.04702,0.05147,0.15141,0.53713,0.0007064,0.0007064,0.0007064
198,967.127,0.30561,0.04762,0.08756,0.31619,0.86285,0.97071,0.99505,0.99422,0.98116,0.96588,0.9901,0.99308,0.99136,0.16489,0.05255,0.04696,0.14754,0.53781,0.0006998,0.0006998,0.0006998
199,971.945,0.29513,0.11844,0.1002,0.28821,0.85034,0.98017,0.97892,0.99406,0.97989,0.98515,0.98499,0.99052,0.98955,0.1595,0.05078,0.04479,0.15457,0.53778,0.0006932,0.0006932,0.0006932
200,976.613,0.29113,0.05835,0.08792,0.27533,0.8407,0.96927,0.98515,0.99406,0.97931,0.97082,0.98835,0.99257,0.99078,0.16581,0.05326,0.04643,0.16581,0.53982,0.0006866,0.0006866,0.0006866
201,981.252,0.30588,0.06686,0.08289,0.30134,0.85738,0.97523,0.99505,0.99441,0.97576,0.97038,0.9901,0.994,0.99253,0.17707,0.04949,0.04697,0.15173,0.54338,0.00068,0.00068,0.00068
202,985.944,0.3151,0.07652,0.09586,0.30022,0.86594,0.99003,0.98279,0.99466,0.97832,0.99003,0.98279,0.9938,0.99151,0.16904,0.04874,0.04632,0.1466,0.54213,0.0006734,0.0006734,0.0006734
203,990.645,0.3111,0.06216,0.08613,0.29896,0.86312,0.99469,0.9901,0.9949,0.97831,0.98971,0.98515,0.99324,0.99131,0.17468,0.05023,0.04927,0.15572,0.54166,0.0006668,0.0006668,0.0006668
204,995.268,0.31927,0.12141,0.0863,0.333,0.85648,0.99004,0.98411,0.99418,0.97301,0.99004,0.98411,0.99147,0.98934,0.16186,0.05048,0.04519,0.15832,0.53957,0.0006602,0.0006602,0.0006602
205,999.969,0.29882,0.09919,0.08841,0.29902,0.8454,0.99385,0.9703,0.99431,0.9722,0.99385,0.9703,0.99163,0.98812,0.17139,0.04865,0.04611,0.16244,0.53807,0.0006536,0.0006536,0.0006536
206,1004.64,0.30435,0.06178,0.08162,0.29101,0.85087,0.99011,0.99139,0.99495,0.97855,0.98517,0.98658,0.99093,0.98982,0.1629,0.04672,0.04963,0.14537,0.5378,0.000647,0.000647,0.000647
207,1009.32,0.26695,0.06265,0.08048,0.27333,0.84968,0.99428,0.9901,0.9948,0.97804,0.98923,0.98515,0.98993,0.98943,0.1595,0.04679,0.04506,0.14406,0.53872,0.0006404,0.0006404,0.0006404
208,1013.91,0.32874,0.08981,0.08923,0.32689,0.86822,0.99878,0.9802,0.99485,0.98102,0.99374,0.97525,0.99022,0.98831,0.15316,0.04819,0.04312,0.14182,0.5374,0.0006338,0.0006338,0.0006338
209,1018.5,0.29996,0.05844,0.08331,0.29124,0.85449,0.98887,0.99505,0.99485,0.97972,0.98395,0.9901,0.99077,0.98966,0.16512,0.04736,0.04242,0.14348,0.53798,0.0006272,0.0006272,0.0006272
210,1023.1,0.29129,0.06495,0.08613,0.26692,0.86295,0.97623,0.9901,0.99461,0.98061,0.97623,0.9901,0.99211,0.99059,0.16667,0.05361,0.04913,0.17631,0.54065,0.0006206,0.0006206,0.0006206
211,1027.75,0.2887,0.07455,0.09734,0.27871,0.84451,0.99922,0.99505,0.995,0.98138,0.99424,0.9901,0.99326,0.99261,0.14544,0.05083,0.04386,0.14,0.53738,0.000614,0.000614,0.000614
212,1032.53,0.29402,0.09688,0.10039,0.28788,0.86188,0.99835,0.99505,0.995,0.98013,0.99338,0.9901,0.99391,0.99255,0.16319,0.04929,0.04153,0.14247,0.53894,0.0006074,0.0006074,0.0006074
213,1037.19,0.28134,0.04878,0.09107,0.29571,0.85522,0.99959,0.98515,0.99495,0.98231,0.99457,0.9802,0.9937,0.99324,0.16129,0.04864,0.042,0.13346,0.53851,0.0006008,0.0006008,0.0006008
214,1042.03,0.28717,0.07712,0.09575,0.2797,0.84682,0.9992,0.98515,0.9948,0.97861,0.99417,0.9802,0.99075,0.98988,0.1558,0.04835,0.04091,0.13043,0.53734,0.0005942,0.0005942,0.0005942
215,1046.72,0.28476,0.06214,0.07999,0.27912,0.85465,0.99296,0.9901,0.99475,0.98137,0.98799,0.98515,0.99239,0.99237,0.15633,0.04654,0.03986,0.13975,0.53686,0.0005876,0.0005876,0.0005876
216,1051.38,0.30657,0.04307,0.08982,0.31564,0.85551,0.99374,0.9901,0.99485,0.98359,0.99374,0.9901,0.99396,0.99273,0.16128,0.04992,0.03981,0.1389,0.53818,0.000581,0.000581,0.000581
217,1056.13,0.28343,0.07391,0.09187,0.29078,0.8408,0.99373,0.9901,0.99495,0.98081,0.99373,0.9901,0.99415,0.99305,0.15296,0.05032,0.03682,0.13081,0.53649,0.0005744,0.0005744,0.0005744
218,1060.79,0.29479,0.09788,0.08602,0.30001,0.84217,0.99896,0.9901,0.995,0.98191,0.99396,0.98515,0.99381,0.99295,0.14847,0.05136,0.03872,0.13529,0.53575,0.0005678,0.0005678,0.0005678
219,1065.51,0.30822,0.10704,0.08813,0.29871,0.85885,0.99818,0.9901,0.995,0.98035,0.99319,0.98515,0.99362,0.99301,0.1594,0.05382,0.04536,0.14986,0.53687,0.0005612,0.0005612,0.0005612
220,1070.26,0.29059,0.05601,0.08764,0.29739,0.8616,0.99456,0.9901,0.99485,0.97912,0.98959,0.98515,0.99364,0.99279,0.1629,0.04681,0.04008,0.1422,0.53734,0.0005546,0.0005546,0.0005546
221,1074.87,0.3032,0.04071,0.06766,0.31294,0.86472,0.99009,0.98891,0.99475,0.98364,0.98513,0.98396,0.99328,0.99223,0.14608,0.0487,0.03648,0.14074,0.53411,0.000548,0.000548,0.000548
222,1079.49,0.27036,0.0698,0.09112,0.27179,0.84054,0.99909,0.98515,0.99495,0.98194,0.99407,0.9802,0.99375,0.99246,0.15117,0.04697,0.03451,0.14305,0.53518,0.0005414,0.0005414,0.0005414
223,1084.31,0.29965,0.1064,0.08312,0.30277,0.85447,0.995,0.98498,0.99495,0.97985,0.99,0.98003,0.99334,0.99185,0.14941,0.04848,0.03343,0.14209,0.53416,0.0005348,0.0005348,0.0005348
224,1089.13,0.27622,0.12309,0.08976,0.29136,0.84581,1,0.97829,0.9949,0.97763,0.99494,0.97334,0.99304,0.99122,0.16694,0.04903,0.03374,0.15288,0.53652,0.0005282,0.0005282,0.0005282
225,1093.93,0.27157,0.04721,0.07344,0.26075,0.83663,0.99502,0.98964,0.99495,0.9803,0.99005,0.98469,0.99379,0.99272,0.15027,0.04872,0.03222,0.13739,0.53488,0.0005216,0.0005216,0.0005216
226,1098.74,0.27704,0.07117,0.08717,0.28809,0.86496,0.98791,0.98515,0.99461,0.98123,0.98791,0.98515,0.99364,0.99283,0.13925,0.04738,0.02983,0.13113,0.53362,0.000515,0.000515,0.000515
227,1103.57,0.27668,0.08857,0.06119,0.27376,0.83712,0.99948,0.9901,0.995,0.98295,0.99448,0.98515,0.99327,0.99248,0.14469,0.04624,0.02932,0.13278,0.53388,0.0005084,0.0005084,0.0005084
228,1108.37,0.30545,0.04396,0.06733,0.29801,0.86066,0.98038,0.98939,0.9944,0.9801,0.98999,0.9794,0.98994,0.98841,0.15653,0.05049,0.03046,0.15367,0.53345,0.0005018,0.0005018,0.0005018
229,1113.22,0.27948,0.08546,0.07711,0.30058,0.85593,0.98995,0.97524,0.99215,0.97792,0.99497,0.98016,0.99023,0.98625,0.2404,0.08299,0.10805,0.42373,0.65298,0.0004952,0.0004952,0.0004952
230,1118.08,0.28828,0.1188,0.06944,0.28571,0.84483,0.98973,0.9901,0.9945,0.98506,0.98478,0.98515,0.99079,0.98969,0.14251,0.04744,0.03046,0.13926,0.53276,0.0004886,0.0004886,0.0004886
231,1122.95,0.27217,0.06898,0.07456,0.28275,0.83593,0.9992,0.9901,0.995,0.982,0.9942,0.98515,0.9941,0.99243,0.13445,0.04665,0.03308,0.12456,0.53213,0.000482,0.000482,0.000482
232,1127.8,0.27901,0.11577,0.06937,0.28381,0.83933,0.99381,0.9901,0.99495,0.98343,0.98884,0.98515,0.99375,0.99231,0.13836,0.04533,0.03708,0.12494,0.53248,0.0004754,0.0004754,0.0004754
233,1132.62,0.27111,0.03999,0.07894,0.27926,0.85052,0.99459,0.9901,0.99495,0.98141,0.98962,0.98515,0.99355,0.99207,0.1404,0.04964,0.03204,0.12817,0.53185,0.0004688,0.0004688,0.0004688
234,1137.45,0.26589,0.06475,0.06288,0.26867,0.84271,0.98522,0.98999,0.99475,0.98331,0.98029,0.98503,0.99348,0.9929,0.13759,0.0458,0.03286,0.12296,0.53141,0.0004622,0.0004622,0.0004622
235,1142.26,0.2644,0.10433,0.09071,0.26315,0.84999,0.98525,0.99231,0.99445,0.98245,0.98034,0.98736,0.99165,0.99096,0.14573,0.04757,0.02869,0.13737,0.53166,0.0004556,0.0004556,0.0004556
236,1147.17,0.27872,0.0666,0.07709,0.27076,0.84412,0.99004,0.98414,0.99445,0.98327,0.98506,0.97922,0.99248,0.99178,0.1382,0.05124,0.02539,0.13892,0.53101,0.000449,0.000449,0.000449
237,1151.95,0.26323,0.07676,0.08997,0.27173,0.82922,0.98525,0.99172,0.99445,0.98129,0.98033,0.98677,0.99342,0.99243,0.14635,0.05359,0.02492,0.13357,0.53261,0.0004424,0.0004424,0.0004424
238,1156.76,0.25219,0.03491,0.05815,0.26862,0.8281,0.99935,0.9802,0.99485,0.98292,0.9943,0.97525,0.9937,0.99227,0.13526,0.05183,0.02526,0.12123,0.53135,0.0004358,0.0004358,0.0004358
239,1161.57,0.27479,0.05814,0.07287,0.2722,0.85133,0.98375,0.9901,0.99475,0.98083,0.98375,0.9901,0.99364,0.99239,0.13866,0.04658,0.0255,0.12619,0.53198,0.0004292,0.0004292,0.0004292
240,1166.42,0.2651,0.09061,0.07682,0.26503,0.84192,1,0.98504,0.9949,0.98373,0.99497,0.98009,0.99144,0.99022,0.13479,0.04545,0.02464,0.12746,0.53254,0.0004226,0.0004226,0.0004226
241,1171.26,0.26282,0.10231,0.07519,0.25685,0.82525,0.99293,0.99505,0.99495,0.98395,0.98794,0.9901,0.99138,0.99018,0.13003,0.04422,0.02632,0.12449,0.53214,0.000416,0.000416,0.000416
