epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
12,59.7551,0.93396,0.54825,0.46057,1.06774,1.12959,0.89662,0.80693,0.89663,0.76177,0.95368,0.86139,0.93376,0.91669,0.56723,0.27987,0.2632,3.0261,0.70477,0.0019274,0.0019274,0.0019274
13,64.7914,0.96081,0.52119,0.44448,1.01245,1.16024,0.68901,0.76777,0.76356,0.60153,0.80683,0.89604,0.86071,0.80002,0.61423,0.30766,0.25836,5.3803,0.78485,0.0019208,0.0019208,0.0019208
14,69.6915,0.85536,0.49573,0.43723,0.88545,1.10124,0.85769,0.84158,0.87152,0.75529,0.96892,0.92606,0.94332,0.93501,0.53321,0.1954,0.2527,1.47801,0.67698,0.0019142,0.0019142,0.0019142
15,74.7073,0.8298,0.45593,0.42057,0.93122,1.10391,0.93257,0.82673,0.89556,0.73478,0.97206,0.86127,0.94376,0.91419,0.59044,0.24655,0.24745,2.08279,0.70987,0.0019076,0.0019076,0.0019076
16,79.6938,0.85806,0.49347,0.4081,0.97796,1.08384,0.84623,0.84453,0.88705,0.78192,0.90591,0.90563,0.94479,0.93248,0.50166,0.21928,0.23988,1.84348,0.66247,0.001901,0.001901,0.001901
17,84.7056,0.88125,0.43991,0.4039,0.99961,1.08146,0.87157,0.81683,0.87945,0.69315,0.90609,0.85979,0.92059,0.90554,0.67637,0.1992,0.22797,4.87044,0.73616,0.0018944,0.0018944,0.0018944
18,89.5578,0.79541,0.40462,0.38832,0.87872,1.04616,0.86666,0.83663,0.87707,0.76338,0.94462,0.92889,0.94021,0.92968,0.45717,0.20841,0.21795,2.98515,0.63682,0.0018878,0.0018878,0.0018878
19,94.4381,0.74151,0.38512,0.37195,0.85574,1.03182,0.94128,0.84653,0.91456,0.76196,0.98873,0.8686,0.9399,0.93383,0.5344,0.17734,0.22567,1.26254,0.66165,0.0018812,0.0018812,0.0018812
20,99.3449,0.80128,0.35128,0.3665,0.89671,1.06429,0.94066,0.8633,0.91947,0.83186,0.9784,0.89702,0.94168,0.93724,0.41533,0.1486,0.21666,0.82434,0.62193,0.0018746,0.0018746,0.0018746
21,104.268,0.69948,0.34617,0.35031,0.7398,1.00782,0.93318,0.82961,0.91625,0.80231,0.96955,0.87129,0.94352,0.93419,0.43637,0.18641,0.20923,0.70623,0.63109,0.001868,0.001868,0.001868
22,109.076,0.71865,0.36153,0.33446,0.78942,1.02848,0.91986,0.88119,0.91762,0.81596,0.94158,0.89109,0.93616,0.92868,0.4316,0.16259,0.19784,0.8119,0.62382,0.0018614,0.0018614,0.0018614
23,113.939,0.67869,0.42744,0.33555,0.76632,0.99398,0.89531,0.84669,0.91831,0.82856,0.93634,0.87383,0.93328,0.93004,0.43017,0.20567,0.1775,2.03315,0.6287,0.0018548,0.0018548,0.0018548
24,118.805,0.69245,0.41815,0.31675,0.75227,1.0039,0.91074,0.83168,0.9065,0.80327,0.94644,0.8748,0.94245,0.92821,0.43361,0.24969,0.17761,1.71883,0.63101,0.0018482,0.0018482,0.0018482
25,123.611,0.67512,0.3285,0.30306,0.77109,1.01028,0.91849,0.83675,0.91025,0.79729,0.95204,0.88447,0.93555,0.92942,0.47283,0.15126,0.18501,0.90223,0.65664,0.0018416,0.0018416,0.0018416
26,128.501,0.65806,0.32449,0.30894,0.7517,0.99707,0.92948,0.84831,0.9208,0.82699,0.96729,0.87848,0.94297,0.93686,0.37852,0.17415,0.1837,0.7552,0.60815,0.001835,0.001835,0.001835
27,133.406,0.63212,0.32379,0.28636,0.75461,0.98544,0.87553,0.8357,0.90299,0.82136,0.94799,0.9023,0.9503,0.94325,0.38984,0.21968,0.16217,1.32426,0.60583,0.0018284,0.0018284,0.0018284
28,138.272,0.64609,0.33704,0.28195,0.73476,0.99393,0.89588,0.85644,0.91457,0.84824,0.94767,0.90594,0.95344,0.94362,0.36749,0.16622,0.17565,1.34018,0.5883,0.0018218,0.0018218,0.0018218
29,143.177,0.62287,0.29768,0.29396,0.66789,0.9848,0.93823,0.8271,0.91361,0.85176,0.96076,0.84847,0.93341,0.92609,0.36767,0.16688,0.16108,0.94954,0.6108,0.0018152,0.0018152,0.0018152
30,148.007,0.62212,0.25238,0.25697,0.68376,0.9733,0.80278,0.89604,0.9095,0.81151,0.84481,0.94554,0.94104,0.9287,0.36208,0.12054,0.14206,1.28216,0.60859,0.0018086,0.0018086,0.0018086
31,152.871,0.66069,0.27644,0.27786,0.747,1.02047,0.91912,0.84386,0.91067,0.85561,0.97097,0.90594,0.93963,0.93836,0.36139,0.10577,0.14862,0.70321,0.6236,0.001802,0.001802,0.001802
32,158.013,0.65047,0.21762,0.2796,0.72332,1.00623,0.939,0.8382,0.91838,0.81222,0.959,0.92643,0.94616,0.94371,0.42126,0.14867,0.17072,0.79234,0.63158,0.0017954,0.0017954,0.0017954
33,162.884,0.70686,0.27079,0.25731,0.77617,1.03097,0.90317,0.88614,0.92244,0.84096,0.96677,0.91584,0.95023,0.94219,0.40116,0.19613,0.1531,0.70413,0.61284,0.0017888,0.0017888,0.0017888
34,167.748,0.6344,0.32258,0.25818,0.68754,1.00226,0.95078,0.86061,0.92504,0.86214,0.97235,0.87054,0.9442,0.93625,0.35523,0.13366,0.18592,0.58532,0.59655,0.0017822,0.0017822,0.0017822
35,172.683,0.63068,0.2388,0.24671,0.70376,0.97236,0.90456,0.8446,0.90914,0.83832,0.97902,0.90594,0.94195,0.94035,0.33202,0.10706,0.13263,1.20037,0.59101,0.0017756,0.0017756,0.0017756
36,177.585,0.60686,0.3381,0.26603,0.69918,0.98159,0.93978,0.84985,0.92245,0.8447,0.96005,0.86139,0.93885,0.9303,0.37682,0.13644,0.13109,0.95145,0.60781,0.001769,0.001769,0.001769
37,182.48,0.6287,0.3427,0.24877,0.67205,0.98744,0.94784,0.83663,0.92172,0.84526,0.96662,0.8602,0.9429,0.93735,0.36963,0.12445,0.14121,0.56449,0.59654,0.0017624,0.0017624,0.0017624
38,187.438,0.62955,0.24894,0.24439,0.66151,0.98618,0.90873,0.86139,0.919,0.83309,0.9792,0.93244,0.95555,0.94578,0.36656,0.1326,0.14212,0.99178,0.60163,0.0017558,0.0017558,0.0017558
39,192.441,0.64503,0.32445,0.24902,0.72094,0.98497,0.90648,0.91584,0.92717,0.84245,0.93606,0.9422,0.94323,0.93962,0.40414,0.12922,0.12646,0.81724,0.6191,0.0017492,0.0017492,0.0017492
40,197.41,0.59352,0.23168,0.23209,0.67386,0.96259,0.93482,0.85201,0.92137,0.85326,0.96799,0.89828,0.96062,0.95063,0.35461,0.16097,0.16577,1.16244,0.59266,0.0017426,0.0017426,0.0017426
41,202.413,0.56554,0.26111,0.22746,0.62837,0.9466,0.95939,0.81868,0.92266,0.83279,0.9637,0.91992,0.96964,0.95273,0.37228,0.14482,0.15381,0.70566,0.60662,0.001736,0.001736,0.001736
42,207.371,0.60934,0.21937,0.24884,0.73403,0.97552,0.92522,0.88614,0.94424,0.86173,0.96759,0.92574,0.96938,0.95449,0.34585,0.12933,0.14596,0.5759,0.59495,0.0017294,0.0017294,0.0017294
43,212.364,0.61827,0.2158,0.24793,0.69216,0.97812,0.92911,0.90835,0.93017,0.84275,0.96426,0.93497,0.96902,0.95745,0.37599,0.1236,0.13124,0.5289,0.60742,0.0017228,0.0017228,0.0017228
44,217.264,0.59715,0.18909,0.24988,0.65424,0.98444,0.92802,0.90099,0.93346,0.8724,0.96435,0.93728,0.96145,0.95425,0.33631,0.11551,0.13017,0.5492,0.58566,0.0017162,0.0017162,0.0017162
45,222.291,0.61338,0.22393,0.22408,0.61872,0.97822,0.94491,0.88614,0.94231,0.86384,0.97402,0.91584,0.95812,0.94318,0.46666,0.22094,0.15069,0.50346,0.64567,0.0017096,0.0017096,0.0017096
46,227.192,0.59327,0.21618,0.22738,0.64875,0.97467,0.86344,0.87646,0.90577,0.85278,0.88783,0.90121,0.93787,0.9255,0.29987,0.12375,0.12587,0.79395,0.57741,0.001703,0.001703,0.001703
47,232.136,0.53301,0.19235,0.20372,0.61599,0.93937,0.93315,0.85644,0.93212,0.88211,0.95476,0.88614,0.94734,0.93739,0.32188,0.14878,0.1252,0.56707,0.57479,0.0016964,0.0016964,0.0016964
48,237.112,0.57317,0.3205,0.21822,0.63201,0.94947,0.94727,0.8893,0.94378,0.82027,0.97214,0.92079,0.97096,0.95759,0.3938,0.11475,0.13038,0.49482,0.62153,0.0016898,0.0016898,0.0016898
49,241.942,0.55671,0.26337,0.22247,0.61822,0.93912,0.94159,0.90594,0.9353,0.87422,0.9701,0.92079,0.96313,0.95686,0.32011,0.10282,0.12424,0.52248,0.58405,0.0016832,0.0016832,0.0016832
50,246.932,0.54441,0.16743,0.21934,0.61474,0.94817,0.9339,0.86634,0.93095,0.86958,0.93786,0.88614,0.9449,0.94039,0.30284,0.12267,0.13563,0.58237,0.57992,0.0016766,0.0016766,0.0016766
51,251.883,0.52884,0.29154,0.21224,0.60583,0.93684,0.94193,0.85644,0.93212,0.88802,0.94439,0.89604,0.94517,0.94122,0.30185,0.09696,0.11922,0.55021,0.57237,0.00167,0.00167,0.00167
52,256.912,0.53643,0.24828,0.21945,0.59481,0.97123,0.89514,0.86139,0.92139,0.88015,0.9764,0.94059,0.96938,0.96223,0.29015,0.10965,0.12423,0.52627,0.57062,0.0016634,0.0016634,0.0016634
53,261.933,0.55519,0.16762,0.19041,0.64761,0.9753,0.98339,0.87916,0.94563,0.8957,0.96478,0.91584,0.96209,0.95418,0.29866,0.09452,0.11523,0.69366,0.57531,0.0016568,0.0016568,0.0016568
54,266.974,0.54961,0.20281,0.20319,0.60672,0.97098,0.92492,0.91474,0.94187,0.88803,0.98288,0.94059,0.97337,0.96192,0.30914,0.1008,0.11928,0.83014,0.58234,0.0016502,0.0016502,0.0016502
55,272.011,0.563,0.21476,0.21006,0.62332,0.95341,0.95237,0.89092,0.95707,0.88976,0.9843,0.93135,0.98065,0.96613,0.31194,0.10063,0.13283,0.48559,0.58184,0.0016436,0.0016436,0.0016436
56,277.068,0.55059,0.20286,0.20767,0.63302,0.94949,0.93735,0.88877,0.93719,0.88969,0.96343,0.91089,0.9613,0.94672,0.31061,0.1468,0.11908,1.82209,0.58045,0.001637,0.001637,0.001637
57,281.9,0.56011,0.2483,0.20932,0.59709,0.95272,0.95922,0.90594,0.94579,0.89487,0.97495,0.92079,0.96496,0.95727,0.32147,0.1033,0.12018,0.72855,0.58717,0.0016304,0.0016304,0.0016304
58,286.843,0.56708,0.24077,0.2008,0.60142,0.96132,0.95807,0.90485,0.94869,0.88024,0.9894,0.92453,0.96539,0.9551,0.34009,0.11887,0.12843,0.54463,0.58872,0.0016238,0.0016238,0.0016238
59,291.727,0.53313,0.17505,0.22034,0.56921,0.9484,0.9024,0.92079,0.93998,0.88389,0.93508,0.92703,0.96647,0.95793,0.30685,0.10642,0.13557,0.54498,0.5815,0.0016172,0.0016172,0.0016172
60,296.622,0.54161,0.20559,0.21494,0.57389,0.94673,0.943,0.91089,0.94044,0.88977,0.9785,0.94554,0.96888,0.96323,0.31031,0.10856,0.11185,0.67081,0.58224,0.0016106,0.0016106,0.0016106
61,301.54,0.55556,0.23766,0.18577,0.5855,0.93435,0.96326,0.90867,0.95112,0.88125,0.979,0.92338,0.97087,0.95242,0.3235,0.12849,0.11402,0.59907,0.57428,0.001604,0.001604,0.001604
62,306.535,0.52976,0.22064,0.20936,0.57408,0.93484,0.93411,0.90594,0.94314,0.89725,0.98244,0.90594,0.97602,0.96321,0.29189,0.09657,0.11614,0.4589,0.58486,0.0015974,0.0015974,0.0015974
63,311.637,0.57756,0.20161,0.22492,0.61134,0.95092,0.91407,0.91089,0.94762,0.91037,0.9348,0.9227,0.96493,0.94947,0.29572,0.14352,0.11512,0.46781,0.56765,0.0015908,0.0015908,0.0015908
64,316.485,0.53369,0.2334,0.20368,0.57396,0.95598,0.96872,0.91992,0.94621,0.90847,0.97393,0.92469,0.96616,0.95506,0.27858,0.13445,0.10926,0.46917,0.56927,0.0015842,0.0015842,0.0015842
65,321.549,0.49912,0.20393,0.18871,0.54067,0.93315,0.95046,0.91089,0.9421,0.89918,0.97628,0.93564,0.97572,0.96925,0.29651,0.10604,0.11303,0.61902,0.5702,0.0015776,0.0015776,0.0015776
66,326.561,0.51052,0.15427,0.18635,0.49785,0.92472,0.94799,0.90242,0.93788,0.89734,0.97401,0.92762,0.96742,0.95665,0.28058,0.10982,0.11665,0.45106,0.56788,0.001571,0.001571,0.001571
67,331.41,0.50446,0.1732,0.20461,0.56282,0.91812,0.93376,0.90717,0.94078,0.89359,0.96948,0.9436,0.97173,0.95668,0.29891,0.11138,0.11914,1.48484,0.56545,0.0015644,0.0015644,0.0015644
68,336.329,0.50576,0.19556,0.20387,0.54951,0.92775,0.93729,0.88795,0.9441,0.88602,0.96336,0.9111,0.97093,0.95826,0.30175,0.08682,0.12416,0.43546,0.56987,0.0015578,0.0015578,0.0015578
69,341.191,0.53998,0.22777,0.18842,0.6056,0.94127,0.91973,0.88614,0.93852,0.89203,0.96056,0.92574,0.97443,0.96874,0.33484,0.09467,0.11668,1.00556,0.57947,0.0015512,0.0015512,0.0015512
70,346.094,0.5024,0.19077,0.17219,0.55222,0.92386,0.93441,0.93069,0.95913,0.89164,0.95907,0.92791,0.97678,0.96738,0.34893,0.1041,0.11119,0.5486,0.58611,0.0015446,0.0015446,0.0015446
71,351.168,0.51561,0.16402,0.20001,0.5791,0.92055,0.95238,0.93069,0.96151,0.90587,0.9896,0.94201,0.97793,0.96959,0.28201,0.10072,0.1179,0.63017,0.56704,0.001538,0.001538,0.001538
72,356.223,0.48873,0.15922,0.19727,0.55944,0.90699,0.9577,0.92079,0.96421,0.91009,0.97844,0.94059,0.98669,0.97303,0.28137,0.09636,0.10281,0.43476,0.55958,0.0015314,0.0015314,0.0015314
73,361.137,0.47195,0.17705,0.19187,0.5571,0.9005,0.9122,0.90099,0.96279,0.90356,0.92762,0.91584,0.97433,0.96085,0.29296,0.09945,0.12373,0.56456,0.5628,0.0015248,0.0015248,0.0015248
74,365.999,0.48939,0.14988,0.17066,0.53826,0.92891,0.9659,0.93564,0.97324,0.92665,0.96934,0.93897,0.97702,0.97213,0.28355,0.08762,0.10976,0.40328,0.57246,0.0015182,0.0015182,0.0015182
75,370.956,0.49749,0.19689,0.16488,0.52937,0.91269,0.97114,0.92079,0.96391,0.92459,0.94284,0.9505,0.9733,0.96254,0.29898,0.11473,0.10562,0.48006,0.58052,0.0015116,0.0015116,0.0015116
76,375.837,0.49463,0.17854,0.18621,0.58003,0.94117,0.97395,0.92551,0.96025,0.9225,0.98437,0.93541,0.98377,0.97267,0.28951,0.09382,0.11228,0.53062,0.579,0.001505,0.001505,0.001505
77,380.767,0.48852,0.19628,0.19545,0.4915,0.92439,0.96618,0.94059,0.97419,0.92738,0.97635,0.9505,0.98674,0.97955,0.28194,0.08361,0.11046,0.67109,0.57878,0.0014984,0.0014984,0.0014984
78,385.76,0.47669,0.11222,0.17438,0.47628,0.91989,0.96758,0.93069,0.94967,0.89904,0.98309,0.94554,0.98801,0.97198,0.27946,0.0898,0.10906,0.53549,0.57456,0.0014918,0.0014918,0.0014918
79,390.696,0.48922,0.13227,0.18604,0.50215,0.9134,0.95281,0.92079,0.94307,0.89,0.9743,0.93831,0.97632,0.96978,0.32738,0.10386,0.14129,0.52008,0.62968,0.0014852,0.0014852,0.0014852
80,395.559,0.45161,0.19826,0.18607,0.50976,0.89307,0.97422,0.93556,0.95156,0.89353,0.96986,0.9557,0.98165,0.96592,0.30695,0.09044,0.11049,0.46292,0.5725,0.0014786,0.0014786,0.0014786
81,400.379,0.48845,0.21744,0.16547,0.52352,0.90393,0.96828,0.93069,0.96376,0.91134,0.97343,0.93564,0.9838,0.97294,0.31886,0.08644,0.10928,0.43946,0.57667,0.001472,0.001472,0.001472
82,405.197,0.46935,0.10332,0.16383,0.50596,0.90325,0.97925,0.93435,0.97309,0.9098,0.98079,0.93069,0.98655,0.97609,0.29364,0.0949,0.1047,0.4981,0.57616,0.0014654,0.0014654,0.0014654
83,410.145,0.48892,0.17375,0.18917,0.48565,0.91022,0.94051,0.9391,0.96688,0.88838,0.97826,0.94059,0.97824,0.9677,0.40509,0.11998,0.15052,0.49956,0.70936,0.0014588,0.0014588,0.0014588
84,415.095,0.45798,0.0963,0.17465,0.49224,0.92151,0.95473,0.9397,0.97553,0.9113,0.98811,0.93069,0.98409,0.97643,0.29761,0.07823,0.09673,0.45587,0.57698,0.0014522,0.0014522,0.0014522
85,419.942,0.47366,0.13786,0.18262,0.50686,0.92964,0.93914,0.93069,0.96323,0.89938,1,0.92743,0.99091,0.98138,0.31275,0.07256,0.10005,0.44219,0.59056,0.0014456,0.0014456,0.0014456
86,424.847,0.43396,0.14239,0.15392,0.4822,0.89814,0.94124,0.95161,0.98169,0.88344,0.97324,0.94059,0.97756,0.96802,0.33514,0.12471,0.13548,0.59123,0.62427,0.001439,0.001439,0.001439
87,429.693,0.4399,0.14862,0.16509,0.47358,0.88752,0.97322,0.9505,0.98209,0.93962,0.97322,0.9505,0.98391,0.97642,0.28669,0.08465,0.09317,0.35877,0.57989,0.0014324,0.0014324,0.0014324
88,434.754,0.46048,0.14364,0.13915,0.47717,0.89308,0.97956,0.94905,0.98387,0.92894,0.98467,0.954,0.9923,0.98459,0.28124,0.08731,0.09058,0.3709,0.56701,0.0014258,0.0014258,0.0014258
89,439.67,0.51393,0.19576,0.16852,0.50201,0.92932,0.98396,0.94059,0.98122,0.92116,0.98928,0.94554,0.98843,0.97649,0.28936,0.07801,0.09679,0.47587,0.56798,0.0014192,0.0014192,0.0014192
90,444.488,0.46671,0.1577,0.16222,0.46434,0.90796,0.97908,0.92676,0.9843,0.93631,0.98431,0.93171,0.98961,0.98067,0.26208,0.07707,0.0944,0.32861,0.56236,0.0014126,0.0014126,0.0014126
91,449.437,0.4494,0.11595,0.16491,0.41876,0.92344,0.97937,0.93993,0.98503,0.92981,0.98453,0.94488,0.99066,0.9864,0.27567,0.0776,0.09456,0.27086,0.56555,0.001406,0.001406,0.001406
92,454.27,0.46397,0.19835,0.15445,0.41666,0.90312,0.95957,0.94002,0.97554,0.91826,0.96968,0.94982,0.98941,0.97985,0.28962,0.07286,0.09508,0.38993,0.56799,0.0013994,0.0013994,0.0013994
93,459.044,0.45055,0.12732,0.15937,0.48284,0.90585,0.96931,0.94059,0.98194,0.9251,0.97442,0.94554,0.98518,0.97876,0.32262,0.08642,0.11982,0.48693,0.63352,0.0013928,0.0013928,0.0013928
94,463.846,0.44467,0.1156,0.15901,0.46252,0.89877,0.9915,0.9505,0.98438,0.93218,0.96596,0.98338,0.99056,0.98293,0.2678,0.06729,0.08645,0.27034,0.56659,0.0013862,0.0013862,0.0013862
95,468.907,0.43007,0.19248,0.15088,0.43323,0.90227,0.95443,0.96535,0.98399,0.93806,0.96496,0.97525,0.99148,0.98062,0.40915,0.12176,0.15972,0.30458,0.78155,0.0013796,0.0013796,0.0013796
96,473.97,0.45477,0.15654,0.17442,0.47624,0.90579,0.96457,0.94341,0.9782,0.89302,0.98694,0.94059,0.98524,0.96972,0.4133,0.10834,0.13801,0.59839,0.74759,0.001373,0.001373,0.001373
97,478.941,0.4562,0.1205,0.15868,0.46866,0.91356,0.98371,0.94554,0.98317,0.93305,0.98459,0.94885,0.98818,0.98249,0.26489,0.07745,0.09408,0.26923,0.55522,0.0013664,0.0013664,0.0013664
98,483.829,0.4896,0.16706,0.16675,0.51803,0.92393,0.96253,0.94554,0.97927,0.92005,0.96739,0.94554,0.98466,0.97788,0.2799,0.08398,0.09257,0.48411,0.57053,0.0013598,0.0013598,0.0013598
99,488.669,0.46565,0.11366,0.14753,0.48027,0.90171,0.97919,0.93184,0.9751,0.93484,0.9896,0.94175,0.99166,0.98492,0.26726,0.08388,0.10691,0.43243,0.56611,0.0013532,0.0013532,0.0013532
100,493.624,0.44347,0.20472,0.16281,0.45204,0.90091,0.9696,0.9604,0.98492,0.93619,0.99478,0.94284,0.99244,0.98193,0.27954,0.08569,0.09978,0.42479,0.57471,0.0013466,0.0013466,0.0013466
101,498.457,0.46813,0.23157,0.17036,0.4779,0.88702,0.99396,0.9505,0.98535,0.93631,0.97493,0.96255,0.99044,0.98328,0.27513,0.07578,0.09594,0.26635,0.56486,0.00134,0.00134,0.00134
102,503.364,0.43547,0.12092,0.16805,0.45426,0.90225,0.95558,0.95859,0.98181,0.94306,0.96052,0.96354,0.99126,0.97528,0.23808,0.09554,0.09607,0.54056,0.5512,0.0013334,0.0013334,0.0013334
103,508.207,0.44315,0.1268,0.16733,0.47052,0.8907,0.97966,0.9539,0.98723,0.95217,0.98473,0.95745,0.99014,0.978,0.25516,0.09374,0.11776,0.4366,0.57999,0.0013268,0.0013268,0.0013268
104,513.126,0.42527,0.25157,0.16354,0.44158,0.90188,0.97476,0.95598,0.9835,0.93965,0.98017,0.9786,0.9935,0.98713,0.25259,0.07799,0.09571,0.36937,0.55434,0.0013202,0.0013202,0.0013202
105,517.92,0.41171,0.0813,0.14464,0.41363,0.88656,0.99713,0.94554,0.97691,0.94015,0.99191,0.94059,0.99188,0.97749,0.23813,0.08302,0.0905,0.32244,0.54956,0.0013136,0.0013136,0.0013136
106,522.706,0.42762,0.14762,0.17126,0.4047,0.89908,0.9687,0.94554,0.98932,0.93638,0.9687,0.94554,0.99026,0.98067,0.24774,0.08071,0.09231,0.44164,0.5582,0.001307,0.001307,0.001307
107,527.584,0.42799,0.15747,0.14243,0.43942,0.90801,0.98965,0.9505,0.99265,0.94202,0.9948,0.95545,0.99296,0.98546,0.24159,0.06842,0.07834,0.29608,0.55875,0.0013004,0.0013004,0.0013004
108,532.481,0.4567,0.09487,0.17027,0.44601,0.92189,0.99477,0.94174,0.97336,0.93212,0.98938,0.9505,0.9908,0.98323,0.25437,0.08592,0.10149,0.37446,0.56678,0.0012938,0.0012938,0.0012938
109,537.27,0.44013,0.16173,0.17111,0.44346,0.90666,0.98279,0.9505,0.9715,0.94182,0.97975,0.94554,0.98732,0.9827,0.23173,0.07326,0.08202,0.26664,0.55238,0.0012872,0.0012872,0.0012872
110,542.073,0.41063,0.14699,0.14876,0.44207,0.89185,0.97704,0.94059,0.96855,0.94167,0.98732,0.9505,0.99117,0.98217,0.26586,0.08487,0.11162,0.4227,0.59007,0.0012806,0.0012806,0.0012806
111,546.896,0.44136,0.15414,0.14454,0.43004,0.89855,0.98938,0.9505,0.98882,0.9517,0.98454,0.94585,0.99221,0.98583,0.2455,0.06452,0.0861,0.26734,0.55341,0.001274,0.001274,0.001274
112,551.816,0.42353,0.11222,0.15795,0.41899,0.8981,0.96492,0.9703,0.98358,0.95488,0.97541,0.98182,0.99182,0.98417,0.22182,0.08083,0.09372,0.39973,0.54916,0.0012674,0.0012674,0.0012674
113,556.738,0.43266,0.12186,0.14822,0.44273,0.91099,0.96447,0.94554,0.97913,0.94128,0.96421,0.9703,0.98817,0.97252,0.32171,0.10604,0.14375,0.404,0.65912,0.0012608,0.0012608,0.0012608
114,561.557,0.42497,0.15022,0.13213,0.4103,0.90879,0.97344,0.9703,0.98596,0.94857,0.98023,0.98169,0.99269,0.98729,0.23319,0.06927,0.07609,0.2268,0.54935,0.0012542,0.0012542,0.0012542
115,566.465,0.45261,0.14973,0.13674,0.42887,0.89316,0.98911,0.9505,0.99177,0.94198,0.98396,0.94554,0.98852,0.97946,0.24937,0.07482,0.07449,0.3142,0.55425,0.0012476,0.0012476,0.0012476
116,571.275,0.48734,0.18195,0.16195,0.47164,0.90703,0.97968,0.95453,0.99172,0.94084,0.98476,0.95948,0.98911,0.9847,0.25959,0.06378,0.07547,0.24153,0.56079,0.001241,0.001241,0.001241
117,576.085,0.43233,0.19388,0.12913,0.40373,0.88988,0.99368,0.94554,0.98822,0.95316,0.99368,0.94554,0.99015,0.98563,0.23132,0.06639,0.08416,0.31022,0.55794,0.0012344,0.0012344,0.0012344
118,580.928,0.4241,0.11591,0.16506,0.42812,0.89882,0.95178,0.97711,0.99129,0.95466,0.98003,0.97182,0.98994,0.98215,0.28195,0.08995,0.12775,0.44433,0.62544,0.0012278,0.0012278,0.0012278
119,585.811,0.4075,0.20882,0.14893,0.43592,0.87493,0.97365,0.96535,0.98555,0.95305,0.97729,0.96535,0.99063,0.98169,0.2721,0.08435,0.11053,0.4258,0.59857,0.0012212,0.0012212,0.0012212
120,590.631,0.41405,0.11233,0.14979,0.44156,0.88702,0.97055,0.9802,0.99342,0.95569,0.96565,0.97525,0.9887,0.98128,0.23213,0.06561,0.08453,0.39674,0.55784,0.0012146,0.0012146,0.0012146
